dates,I,confirmed_by_pop
UID,84039041,
iso2,US,
iso3,USA,
code3,840,
FIPS,39041.0,
Admin2,Delaware,
Province_State,Ohio,
Country_Region,US,
Lat,40.27942393,
Long_,-83.00457058,
Combined_Key,"Delaware, Ohio, US",
Population,209177,
2022-02-11,43447,20770.44799380429
2022-02-12,43476,20784.311850729286
2022-02-13,43508,20799.609899749972
2022-02-14,43541,20815.386012802555
2022-02-15,43580,20834.030510046516
2022-02-16,43614,20850.284687130996
2022-02-17,43643,20864.14854405599
2022-02-18,43672,20878.012400980988
2022-02-19,43697,20889.964001778397
2022-02-20,43720,20900.959474512016
2022-02-21,43733,20907.17430692667
2022-02-22,43763,20921.516227883563
2022-02-23,43778,20928.687188362008
2022-02-24,43796,20937.292340936147
2022-02-25,43804,20941.116853191317
2022-02-26,43821,20949.243941733555
2022-02-27,43830,20953.546518020623
2022-02-28,43858,20966.932310913722
2022-03-01,43873,20974.10327139217
2022-03-02,43883,20978.883911711135
2022-03-03,43899,20986.532936221476
2022-03-04,43910,20991.791640572337
2022-03-05,43932,21002.30904927406
2022-03-06,43934,21003.265177337853
2022-03-07,43941,21006.611625561127
2022-03-08,43955,21013.30452200768
2022-03-09,43966,21018.56322635854
2022-03-10,43971,21020.95354651802
2022-03-11,43980,21025.256122805087
2022-03-12,43988,21029.08063506026
2022-03-13,43991,21030.51482715595
2022-03-14,43991,21030.51482715595
2022-03-15,43991,21030.51482715595
2022-03-16,43991,21030.51482715595
2022-03-17,44023,21045.812876176635
2022-03-18,44023,21045.812876176635
2022-03-19,44023,21045.812876176635
2022-03-20,44023,21045.812876176635
2022-03-21,44023,21045.812876176635
2022-03-22,44023,21045.812876176635
2022-03-23,44023,21045.812876176635
2022-03-24,44087,21076.408974218008
2022-03-25,44087,21076.408974218008
2022-03-26,44087,21076.408974218008
2022-03-27,44087,21076.408974218008
2022-03-28,44087,21076.408974218008
2022-03-29,44087,21076.408974218008
2022-03-30,44087,21076.408974218008
2022-03-31,44162,21112.263776610238
2022-04-01,44162,21112.263776610238
2022-04-02,44162,21112.263776610238
2022-04-03,44162,21112.263776610238
2022-04-04,44162,21112.263776610238
2022-04-05,44162,21112.263776610238
2022-04-06,44162,21112.263776610238
2022-04-07,44255,21156.723731576607
2022-04-08,44255,21156.723731576607
2022-04-09,44255,21156.723731576607
2022-04-10,44255,21156.723731576607
2022-04-11,44255,21156.723731576607
2022-04-12,44255,21156.723731576607
2022-04-13,44255,21156.723731576607
2022-04-14,44373,21213.135287340385
2022-04-15,44373,21213.135287340385
2022-04-16,44373,21213.135287340385
2022-04-17,44373,21213.135287340385
2022-04-18,44373,21213.135287340385
2022-04-19,44373,21213.135287340385
2022-04-20,44373,21213.135287340385
2022-04-21,44574,21309.22615775157
2022-04-22,44574,21309.22615775157
2022-04-23,44574,21309.22615775157
2022-04-24,44574,21309.22615775157
