,date,cc_data,,dates,I,,Mean(R),dates
ca_506,01/01/2021,21,,01/01/2021,43.15736445,,1.870722112,01/01/2021
ca_506,02/01/2021,41,,02/01/2021,42.48776827,,1.503700063,02/01/2021
ca_506,03/01/2021,30,,03/01/2021,41.79631407,,1.290748616,03/01/2021
ca_506,04/01/2021,70,,04/01/2021,41.08787461,,1.162569576,04/01/2021
ca_506,05/01/2021,65,,05/01/2021,40.366587,,1.081973053,05/01/2021
ca_506,06/01/2021,44,,06/01/2021,39.6358217,,1.029427636,06/01/2021
ca_506,07/01/2021,66,,07/01/2021,38.90642336,,0.994022876,07/01/2021
ca_506,08/01/2021,41,,08/01/2021,38.2278031,,0.969127535,08/01/2021
ca_506,09/01/2021,38,,09/01/2021,37.60706633,,0.950556733,09/01/2021
ca_506,10/01/2021,24,,10/01/2021,37.00809141,,0.935726185,10/01/2021
ca_506,11/01/2021,46,,11/01/2021,36.38840407,,0.92305672,11/01/2021
ca_506,12/01/2021,40,,12/01/2021,35.71833422,,0.911444377,12/01/2021
ca_506,13/01/2021,44,,13/01/2021,34.98524861,,0.900121791,13/01/2021
ca_506,14/01/2021,41,,14/01/2021,34.18968471,,0.888613414,14/01/2021
ca_506,15/01/2021,49,,15/01/2021,33.33878608,,0.876676501,15/01/2021
ca_506,16/01/2021,19,,16/01/2021,32.44154951,,0.864225796,16/01/2021
ca_506,17/01/2021,17,,17/01/2021,31.50609843,,0.851263319,17/01/2021
ca_506,18/01/2021,36,,18/01/2021,30.52413156,,0.837892766,18/01/2021
ca_506,19/01/2021,27,,19/01/2021,29.45171303,,0.824465041,19/01/2021
ca_506,20/01/2021,31,,20/01/2021,28.28008453,,0.811430979,20/01/2021
ca_506,21/01/2021,22,,21/01/2021,27.03129592,,0.799197376,21/01/2021
ca_506,22/01/2021,20,,22/01/2021,25.73768256,,0.787991208,22/01/2021
ca_506,23/01/2021,13,,23/01/2021,24.4286295,,0.778024474,23/01/2021
ca_506,24/01/2021,15,,24/01/2021,23.1257113,,0.769739945,24/01/2021
ca_506,25/01/2021,29,,25/01/2021,21.84254842,,0.763783177,25/01/2021
ca_506,26/01/2021,28,,26/01/2021,20.58844196,,0.760784042,26/01/2021
ca_506,27/01/2021,16,,27/01/2021,19.37319189,,0.761295689,27/01/2021
ca_506,28/01/2021,18,,28/01/2021,18.20921797,,0.765573987,28/01/2021
ca_506,29/01/2021,15,,29/01/2021,17.09394584,,0.773462355,29/01/2021
ca_506,30/01/2021,9,,30/01/2021,16.05206067,,0.784110028,30/01/2021
ca_506,31/01/2021,7,,31/01/2021,15.13568988,,0.795970683,31/01/2021
ca_506,01/02/2021,15,,01/02/2021,14.37382345,,0.80752435,01/02/2021
ca_506,02/02/2021,17,,02/02/2021,13.75362425,,0.817460382,02/02/2021
ca_506,03/02/2021,12,,03/02/2021,13.25792715,,0.824831757,03/02/2021
ca_506,04/02/2021,17,,04/02/2021,12.84599447,,0.829452501,04/02/2021
ca_506,05/02/2021,16,,05/02/2021,12.45788588,,0.832119456,05/02/2021
ca_506,06/02/2021,10,,06/02/2021,12.03745526,,0.834435121,06/02/2021
ca_506,07/02/2021,7,,07/02/2021,11.57008624,,0.838049275,07/02/2021
ca_506,08/02/2021,12,,08/02/2021,11.10235145,,0.843601027,08/02/2021
ca_506,09/02/2021,9,,09/02/2021,10.64355588,,0.850985787,09/02/2021
ca_506,10/02/2021,8,,10/02/2021,10.20638498,,0.859529561,10/02/2021
ca_506,11/02/2021,9,,11/02/2021,9.813697737,,0.86839932,11/02/2021
ca_506,12/02/2021,6,,12/02/2021,9.484075882,,0.87664276,12/02/2021
ca_506,13/02/2021,7,,13/02/2021,9.222580608,,0.883165068,13/02/2021
ca_506,14/02/2021,7,,14/02/2021,9.015249085,,0.887304955,14/02/2021
ca_506,15/02/2021,5,,15/02/2021,8.833184482,,0.889235343,15/02/2021
ca_506,16/02/2021,16,,16/02/2021,8.643574254,,0.889992235,16/02/2021
ca_506,17/02/2021,12,,17/02/2021,8.427527633,,0.891043465,17/02/2021
ca_506,18/02/2021,8,,18/02/2021,8.202182715,,0.893392692,18/02/2021
ca_506,19/02/2021,7,,19/02/2021,7.977233804,,0.89746951,19/02/2021
ca_506,20/02/2021,7,,20/02/2021,7.745030985,,0.903420473,20/02/2021
ca_506,21/02/2021,7,,21/02/2021,7.515851461,,0.910992178,21/02/2021
ca_506,22/02/2021,7,,22/02/2021,7.306586197,,0.919722985,22/02/2021
ca_506,23/02/2021,7,,23/02/2021,7.131390522,,0.92898025,23/02/2021
ca_506,24/02/2021,5,,24/02/2021,6.995681594,,0.938133514,24/02/2021
ca_506,25/02/2021,5,,25/02/2021,6.893713325,,0.946809454,25/02/2021
ca_506,26/02/2021,5,,26/02/2021,6.811891293,,0.955031546,26/02/2021
ca_506,27/02/2021,5,,27/02/2021,6.734833866,,0.963169841,27/02/2021
ca_506,28/02/2021,7,,28/02/2021,6.655147411,,0.971630568,28/02/2021
ca_506,01/03/2021,9,,01/03/2021,6.581067027,,0.98038984,01/03/2021
ca_506,02/03/2021,8,,02/03/2021,6.51763944,,0.989024192,02/03/2021
ca_506,03/03/2021,8,,03/03/2021,6.468439764,,0.996881328,03/03/2021
ca_506,04/03/2021,7,,04/03/2021,6.436902704,,1.003388185,04/03/2021
ca_506,05/03/2021,6,,05/03/2021,6.424530916,,1.008154105,05/03/2021
ca_506,06/03/2021,6,,06/03/2021,6.429656286,,1.01075918,06/03/2021
ca_506,07/03/2021,6,,07/03/2021,6.446459556,,1.011010221,07/03/2021
ca_506,08/03/2021,6,,08/03/2021,6.465662698,,1.009141141,08/03/2021
ca_506,09/03/2021,6,,09/03/2021,6.477055588,,1.005822537,09/03/2021
ca_506,10/03/2021,6,,10/03/2021,6.474090596,,1.001977993,10/03/2021
ca_506,11/03/2021,6,,11/03/2021,6.460806758,,0.998416209,11/03/2021
ca_506,12/03/2021,7,,12/03/2021,6.441773386,,0.995719588,12/03/2021
ca_506,13/03/2021,8,,13/03/2021,6.40878887,,0.994483906,13/03/2021
ca_506,14/03/2021,6,,14/03/2021,6.362036305,,0.995099265,14/03/2021
ca_506,15/03/2021,5,,15/03/2021,6.307923333,,0.997625491,15/03/2021
ca_506,16/03/2021,5,,16/03/2021,6.254903478,,1.001950725,16/03/2021
ca_506,17/03/2021,5,,17/03/2021,6.210722275,,1.007809292,17/03/2021
ca_506,21/03/2021,6,,18/03/2021,6.18061629,,1.014797066,18/03/2021
ca_506,22/03/2021,6,,19/03/2021,6.16681634,,1.022427558,19/03/2021
ca_506,23/03/2021,6,,20/03/2021,6.168512307,,1.03020443,20/03/2021
ca_506,24/03/2021,8,,21/03/2021,6.181912881,,1.037689378,21/03/2021
ca_506,25/03/2021,11,,22/03/2021,6.203316674,,1.04449687,22/03/2021
ca_506,26/03/2021,5,,23/03/2021,6.236538877,,1.050132173,23/03/2021
ca_506,27/03/2021,5,,24/03/2021,6.283385464,,1.054100044,24/03/2021
ca_506,28/03/2021,5,,25/03/2021,6.342468825,,1.056122847,25/03/2021
ca_506,29/03/2021,5,,26/03/2021,6.410618972,,1.056289716,26/03/2021
ca_506,30/03/2021,5,,27/03/2021,6.483586548,,1.054930416,27/03/2021
ca_506,31/03/2021,9,,28/03/2021,6.556207199,,1.052390323,28/03/2021
ca_506,01/04/2021,7,,29/03/2021,6.622805509,,1.048928425,29/03/2021
ca_506,02/04/2021,10,,30/03/2021,6.678134894,,1.044730848,30/03/2021
ca_506,04/04/2021,8,,31/03/2021,6.719290523,,1.039959557,31/03/2021
ca_506,05/04/2021,6,,01/04/2021,6.748883213,,1.034753078,01/04/2021
ca_506,06/04/2021,6,,02/04/2021,6.774896177,,1.029188459,02/04/2021
ca_506,07/04/2021,6,,03/04/2021,6.801257677,,1.023376953,03/04/2021
ca_506,08/04/2021,5,,04/04/2021,6.82426798,,1.017530398,04/04/2021
ca_506,09/04/2021,7,,05/04/2021,6.837153177,,1.011831043,05/04/2021
ca_506,10/04/2021,8,,06/04/2021,6.834450058,,1.006351049,06/04/2021
ca_506,12/04/2021,9,,07/04/2021,6.814734906,,1.001077764,07/04/2021
ca_506,13/04/2021,5,,08/04/2021,6.781646291,,0.995928783,08/04/2021
ca_506,14/04/2021,5,,09/04/2021,6.742148719,,0.990756482,09/04/2021
ca_506,15/04/2021,7,,10/04/2021,6.703328091,,0.98539002,10/04/2021
ca_506,16/04/2021,7,,11/04/2021,6.667547885,,0.979766091,11/04/2021
ca_506,17/04/2021,7,,12/04/2021,6.628326154,,0.974124757,12/04/2021
ca_506,19/04/2021,6,,13/04/2021,6.5771055,,0.969019516,13/04/2021
ca_506,20/04/2021,6,,14/04/2021,6.510128715,,0.965118281,14/04/2021
ca_506,21/04/2021,6,,15/04/2021,6.428501142,,0.962936295,15/04/2021
ca_506,22/04/2021,6,,16/04/2021,6.336095983,,0.962668078,16/04/2021
ca_506,23/04/2021,6,,17/04/2021,6.238288132,,0.964421466,17/04/2021
ca_506,24/04/2021,5,,18/04/2021,6.141428909,,0.968184413,18/04/2021
ca_506,25/04/2021,5,,19/04/2021,6.05214325,,0.973720712,19/04/2021
ca_506,26/04/2021,5,,20/04/2021,5.976310899,,0.980536093,20/04/2021
ca_506,27/04/2021,5,,21/04/2021,5.917311894,,0.987934812,21/04/2021
ca_506,28/04/2021,7,,22/04/2021,5.872981146,,0.995189562,22/04/2021
ca_506,29/04/2021,6,,23/04/2021,5.836930266,,1.001707368,23/04/2021
ca_506,01/05/2021,6,,24/04/2021,5.813730626,,1.006840034,24/04/2021
ca_506,02/05/2021,6,,25/04/2021,5.805644735,,1.010046326,25/04/2021
ca_506,03/05/2021,6,,26/04/2021,5.810105138,,1.011139437,26/04/2021
ca_506,04/05/2021,6,,27/04/2021,5.821840317,,1.01009296,27/04/2021
ca_506,05/05/2021,6,,28/04/2021,5.834278821,,1.006970441,28/04/2021
ca_506,06/05/2021,6,,29/04/2021,5.840705886,,1.002035345,29/04/2021
ca_506,07/05/2021,6,,30/04/2021,5.835462918,,0.995770832,30/04/2021
ca_506,08/05/2021,5,,01/05/2021,5.815377174,,0.988806504,01/05/2021
ca_506,10/05/2021,5,,02/05/2021,5.781899368,,0.981769482,02/05/2021
ca_506,11/05/2021,5,,03/05/2021,5.741595271,,0.975124115,03/05/2021
ca_506,12/05/2021,5,,04/05/2021,5.691485939,,0.969393122,04/05/2021
ca_506,14/05/2021,5,,05/05/2021,5.626854805,,0.965179254,05/05/2021
ca_506,16/05/2021,5,,06/05/2021,5.54900835,,0.962922249,06/05/2021
ca_506,17/05/2021,5,,07/05/2021,5.462471734,,0.962714363,07/05/2021
ca_506,18/05/2021,5,,08/05/2021,5.37298441,,0.96442295,08/05/2021
ca_506,20/05/2021,5,,09/05/2021,5.286360452,,0.967816589,09/05/2021
ca_506,21/05/2021,5,,10/05/2021,5.207730142,,0.972612743,10/05/2021
ca_506,24/05/2021,5,,11/05/2021,5.141063061,,0.978486743,11/05/2021
ca_506,26/05/2021,5,,12/05/2021,5.088220554,,0.985076667,12/05/2021
ca_506,27/05/2021,5,,13/05/2021,5.047240934,,0.992023476,13/05/2021
ca_506,28/05/2021,5,,14/05/2021,5.012255137,,0.999036888,14/05/2021
ca_506,31/05/2021,5,,15/05/2021,4.982471143,,1.005753926,15/05/2021
ca_506,01/06/2021,5,,16/05/2021,4.960282409,,1.011728653,16/05/2021
ca_506,03/06/2021,5,,17/05/2021,4.948004226,,1.016635294,17/05/2021
ca_506,05/06/2021,5,,18/05/2021,4.946615002,,1.020302668,18/05/2021
ca_506,06/06/2021,5,,19/05/2021,4.954943481,,1.02265328,19/05/2021
ca_506,07/06/2021,5,,20/05/2021,4.969245185,,1.023767218,20/05/2021
ca_506,09/06/2021,5,,21/05/2021,4.984001043,,1.023914839,21/05/2021
ca_506,12/06/2021,5,,22/05/2021,4.993702418,,1.023518773,22/05/2021
ca_506,16/06/2021,5,,23/05/2021,4.995798327,,1.023022309,23/05/2021
ca_506,17/06/2021,5,,24/05/2021,4.994273188,,1.02266581,24/05/2021
ca_506,18/06/2021,5,,25/05/2021,4.992541173,,1.022499999,25/05/2021
ca_506,19/06/2021,5,,26/05/2021,4.990329403,,1.022524263,26/05/2021
ca_506,20/06/2021,5,,27/05/2021,4.987953823,,1.022707875,27/05/2021
ca_506,21/06/2021,5,,28/05/2021,4.985999987,,1.022624364,28/05/2021
ca_506,22/06/2021,5,,29/05/2021,4.984990702,,1.020698375,29/05/2021
ca_506,23/06/2021,5,,30/05/2021,4.985168001,,1.015488495,30/05/2021
ca_506,24/06/2021,5,,31/05/2021,4.986402693,,1.006693815,31/05/2021
ca_506,25/06/2021,5,,01/06/2021,4.988312828,,0.995322947,01/06/2021
ca_506,26/06/2021,5,,02/06/2021,4.990454112,,0.983324184,02/06/2021
ca_506,27/06/2021,5,,03/06/2021,4.992614323,,0.972975105,03/06/2021
ca_506,28/06/2021,5,,04/06/2021,4.98153872,,0.966717761,04/06/2021
ca_506,29/06/2021,5,,05/06/2021,4.916448341,,0.967624651,05/06/2021
ca_506,30/06/2021,5,,06/06/2021,4.797207899,,0.977993196,06/06/2021
ca_506,01/07/2021,5,,07/06/2021,4.653694919,,0.998333447,07/06/2021
ca_506,02/07/2021,5,,08/06/2021,4.523944875,,1.026938192,08/06/2021
ca_506,03/07/2021,5,,09/06/2021,4.440888969,,1.060079668,09/06/2021
ca_506,04/07/2021,5,,10/06/2021,4.423936191,,1.094137169,10/06/2021
ca_506,05/07/2021,5,,11/06/2021,4.477409927,,1.127103705,11/06/2021
ca_506,06/07/2021,5,,12/06/2021,4.593806942,,1.158826934,12/06/2021
ca_506,07/07/2021,7,,13/06/2021,4.758221492,,1.190210266,13/06/2021
ca_506,08/07/2021,9,,14/06/2021,4.955708738,,1.22190419,14/06/2021
ca_506,09/07/2021,8,,15/06/2021,5.167047618,,1.253636149,15/06/2021
ca_506,10/07/2021,6,,16/06/2021,5.370666952,,1.284324082,16/06/2021
ca_506,11/07/2021,8,,17/06/2021,5.588843588,,1.3119084,17/06/2021
ca_506,12/07/2021,12,,18/06/2021,5.862902512,,1.334755897,18/06/2021
ca_506,13/07/2021,10,,19/06/2021,6.227564353,,1.352380169,19/06/2021
ca_506,14/07/2021,17,,20/06/2021,6.694702908,,1.364885993,20/06/2021
ca_506,15/07/2021,22,,21/06/2021,7.246760866,,1.372782144,21/06/2021
ca_506,16/07/2021,14,,22/06/2021,7.845621534,,1.376917813,22/06/2021
ca_506,17/07/2021,12,,23/06/2021,8.449806892,,1.37824091,23/06/2021
ca_506,18/07/2021,10,,24/06/2021,9.04155724,,1.377248694,24/06/2021
ca_506,19/07/2021,16,,25/06/2021,9.658809061,,1.373278066,25/06/2021
ca_506,20/07/2021,16,,26/06/2021,10.35414056,,1.364880336,26/06/2021
ca_506,21/07/2021,19,,27/06/2021,11.14054537,,1.351074052,27/06/2021
ca_506,22/07/2021,21,,28/06/2021,12.00406841,,1.332114687,28/06/2021
ca_506,23/07/2021,22,,29/06/2021,12.91730036,,1.309506811,29/06/2021
ca_506,24/07/2021,15,,30/06/2021,13.84696163,,1.285155597,30/06/2021
ca_506,25/07/2021,21,,01/07/2021,14.75789972,,1.260652663,01/07/2021
ca_506,26/07/2021,31,,02/07/2021,15.61699929,,1.2370555,02/07/2021
ca_506,27/07/2021,24,,03/07/2021,16.39769674,,1.214975656,03/07/2021
ca_506,28/07/2021,24,,04/07/2021,17.08929203,,1.194720195,04/07/2021
ca_506,29/07/2021,30,,05/07/2021,17.7121904,,1.176324772,05/07/2021
ca_506,30/07/2021,18,,06/07/2021,18.3122454,,1.159572394,06/07/2021
ca_506,31/07/2021,16,,07/07/2021,18.90943505,,1.144306549,07/07/2021
ca_506,01/08/2021,16,,08/07/2021,19.49125649,,1.130562194,08/07/2021
ca_506,02/08/2021,17,,09/07/2021,20.03186528,,1.118473438,09/07/2021
ca_506,03/08/2021,25,,10/07/2021,20.50937778,,1.108704719,10/07/2021
ca_506,04/08/2021,25,,11/07/2021,20.91720533,,1.101906557,11/07/2021
ca_506,05/08/2021,26,,12/07/2021,21.26955592,,1.098085068,12/07/2021
ca_506,06/08/2021,28,,13/07/2021,21.5955665,,1.096468178,13/07/2021
