date_cc,cc_data,0,date_ww,ww_data,paper_data,,,ww_data_lowess,cc_data_lowess
05/10/2020,9,1.494354077,06/07/2020,102000000,10,06/10/2020,,24336202.25,1.494354077
06/10/2020,8,3.511605555,13/07/2020,162000000,17,07/10/2020,,26505913.69,3.511605555
07/10/2020,7,5.583218867,20/07/2020,92200000,36,08/10/2020,,28402017.34,5.583218867
08/10/2020,9,7.693166695,27/07/2020,109000000,34,09/10/2020,,30299881.73,7.693166695
09/10/2020,14,9.829310248,03/08/2020,99900000,26,10/10/2020,,32072287.1,9.829310248
10/10/2020,8,11.87097676,10/08/2020,21600000,24,11/10/2020,,33522310.77,11.87097676
11/10/2020,8,13.53898306,17/08/2020,77400000,20,12/10/2020,,34753232.11,13.53898306
12/10/2020,17,14.97854503,24/08/2020,57500000,10,13/10/2020,,36019458.77,14.97854503
13/10/2020,14,16.50390425,31/08/2020,25400000,10,14/10/2020,,37604769.29,16.50390425
14/10/2020,13,18.33755883,07/09/2020,94800000,40,15/10/2020,,39741270.63,18.33755883
15/10/2020,8,20.55061151,14/09/2020,8561003.174,43,16/10/2020,,42553973.53,20.55061151
16/10/2020,9,23.11621636,21/09/2020,3091152.206,28,17/10/2020,,46037391.86,23.11621636
17/10/2020,10,25.97250221,01/10/2020,33100000,40,18/10/2020,,50083635.56,25.97250221
18/10/2020,8,29.05994144,05/10/2020,37300000,29,19/10/2020,,54522113.85,29.05994144
19/10/2020,19,32.35161338,12/10/2020,17600000,10,20/10/2020,,59179229.7,32.35161338
20/10/2020,22,35.91120353,20/10/2020,50600000,7,21/10/2020,,63965909.48,35.91120353
21/10/2020,29,39.83388,02/11/2020,161000000,63,22/10/2020,,69006882.07,39.83388
22/10/2020,65,44.17857173,09/11/2020,140000000,36,23/10/2020,,74577435.86,44.17857173
23/10/2020,68,48.95019005,16/11/2020,48900000,32,24/10/2020,,80814160.37,48.95019005
24/10/2020,40,54.09629203,23/11/2020,239000000,52,25/10/2020,,87716546.2,54.09629203
25/10/2020,51,59.53408696,30/11/2020,263000000,29,26/10/2020,,95189145.87,59.53408696
26/10/2020,92,65.15859592,07/12/2020,143000000,18,27/10/2020,,103071637.1,65.15859592
27/10/2020,69,70.83071258,14/12/2020,168000000,9,28/10/2020,,111155509.7,70.83071258
28/10/2020,84,76.50901814,21/12/2020,75700000,28,29/10/2020,,119197670.6,76.50901814
29/10/2020,77,82.39188749,28/12/2020,19200000,32,30/10/2020,,126946808.4,82.39188749
30/10/2020,58,88.3291646,04/01/2021,225000000,42,31/10/2020,,134178415.7,88.3291646
31/10/2020,58,94.17066678,11/01/2021,150000000,33,01/11/2020,,140751636.9,94.17066678
01/11/2020,88,99.59600273,18/01/2021,202000000,34,02/11/2020,,146693152.3,99.59600273
02/11/2020,114,104.3843689,25/01/2021,156000000,22,03/11/2020,,152280932.2,104.3843689
03/11/2020,103,108.5469728,01/02/2021,21100000,4,04/11/2020,,157960281.7,108.5469728
04/11/2020,126,112.250585,08/02/2021,21500000,27,05/11/2020,,164338504.8,112.250585
05/11/2020,127,115.669729,15/02/2021,17900000,19,06/11/2020,,171507185.6,115.669729
06/11/2020,120,119.0591026,22/02/2021,22200000,21,07/11/2020,,179160575.2,119.0591026
07/11/2020,83,122.8965461,01/03/2021,11800000,31,08/11/2020,,186822085.1,122.8965461
08/11/2020,66,126.8168207,08/03/2021,9411550.694,25,09/11/2020,,194011402.4,126.8168207
09/11/2020,160,130.0753495,15/03/2021,133000000,12,10/11/2020,,200367753.5,130.0753495
10/11/2020,189,132.128711,22/03/2021,15100000,11,11/11/2020,,205739211.2,132.128711
11/11/2020,144,132.9521668,29/03/2021,23900000,27,12/11/2020,,210160924.7,132.9521668
12/11/2020,140,132.9481723,05/04/2021,73400000,24,13/11/2020,,213805688.4,132.9481723
13/11/2020,159,132.5676707,12/04/2021,8656599.038,29,14/11/2020,,216909892.5,132.5676707
14/11/2020,77,131.8312611,19/04/2021,28100000,29,15/11/2020,,219666868.6,131.8312611
15/11/2020,70,130.4763991,26/04/2021,10400000,34,16/11/2020,,222240773.5,130.4763991
16/11/2020,157,127.9144334,03/05/2021,5480441.767,12,17/11/2020,,225069553.7,127.9144334
17/11/2020,158,124.0032002,10/05/2021,26900000,8,18/11/2020,,228204803.2,124.0032002
18/11/2020,148,119.0884271,17/05/2021,29700000,36,19/11/2020,,231349552.9,119.0884271
19/11/2020,133,113.8467031,24/05/2021,9021913,53,20/11/2020,,234076839.1,113.8467031
20/11/2020,127,109.1000567,31/05/2021,36600000,58,21/11/2020,,235977806.3,109.1000567
21/11/2020,63,105.5236613,07/06/2021,3595351.989,80,22/11/2020,,236755662.6,105.5236613
22/11/2020,62,103.2689458,14/06/2021,29900000,92,23/11/2020,,236293594.3,103.2689458
23/11/2020,146,101.6643438,21/06/2021,1095264.637,47,24/11/2020,,234675550.8,101.6643438
24/11/2020,138,100.4764233,28/06/2021,27900000,19,25/11/2020,,232146915.8,100.4764233
25/11/2020,109,100.1409498,05/07/2021,53200000,78,26/11/2020,,229044783,100.1409498
26/11/2020,47,100.7943708,12/07/2021,28500000,85,27/11/2020,,225681973.8,100.7943708
27/11/2020,82,102.2217951,19/07/2021,20400000,96,28/11/2020,,222170810.4,102.2217951
28/11/2020,72,103.9569254,26/07/2021,38500000,117,29/11/2020,,218410282.2,103.9569254
29/11/2020,72,105.4145676,02/08/2021,24000000,153,30/11/2020,,214365609.4,105.4145676
30/11/2020,145,106.0995972,09/08/2021,18100000,60,01/12/2020,,209893507.1,106.0995972
01/12/2020,158,105.8752513,16/08/2021,20900000,54,02/12/2020,,204803660.4,105.8752513
02/12/2020,121,105.2034722,23/08/2021,55200000,163,03/12/2020,,198946904.5,105.2034722
03/12/2020,118,104.3963733,30/08/2021,30500000,173,04/12/2020,,192275854,104.3963733
04/12/2020,111,103.4819079,06/09/2021,48100000,177,05/12/2020,,184884772.8,103.4819079
05/12/2020,60,102.358784,13/09/2021,45400000,215,06/12/2020,,177022330.9,102.358784
06/12/2020,68,100.9088771,20/09/2021,15200000,221,07/12/2020,,169035328.4,100.9088771
07/12/2020,127,99.10330171,27/09/2021,8970613.711,113,08/12/2020,,161282418.6,99.10330171
08/12/2020,116,97.05397001,04/10/2021,3972943.73,68,09/12/2020,,154007182.5,97.05397001
09/12/2020,113,94.96507472,11/10/2021,3746522.488,239,10/12/2020,,147162868.2,94.96507472
10/12/2020,106,92.99616334,18/10/2021,4871786.618,203,11/12/2020,,140296819.8,92.99616334
11/12/2020,91,91.08491781,25/10/2021,932163.098,352,12/12/2020,,132487864.6,91.08491781
12/12/2020,54,89.0696005,01/11/2021,909480.1025,216,13/12/2020,,123146138.7,89.0696005
13/12/2020,56,86.73069591,08/11/2021,6735101.132,336,14/12/2020,,112484110.5,86.73069591
14/12/2020,101,84.11386859,15/11/2021,6697456.591,525,15/12/2020,,101135720.3,84.11386859
15/12/2020,100,81.43678378,22/11/2021,4494384.522,139,16/12/2020,,89866263.75,81.43678378
16/12/2020,89,78.93403197,29/11/2021,16500000,342,17/12/2020,,79385240.17,78.93403197
17/12/2020,89,76.75491708,06/12/2021,10500000,359,18/12/2020,,70222680.57,76.75491708
18/12/2020,92,74.9360342,13/12/2021,10700000,486,19/12/2020,,62668182.78,74.9360342
19/12/2020,57,73.41975227,20/12/2021,56600000,459,20/12/2020,,56800416.84,73.41975227
20/12/2020,61,72.09890961,27/12/2021,72700000,360,21/12/2020,,52518752.31,72.09890961
21/12/2020,96,70.90907129,03/01/2022,34200000,227,22/12/2020,,49579587.93,70.90907129
22/12/2020,96,69.8684454,10/01/2022,181000000,161,23/12/2020,,47651493.34,69.8684454
23/12/2020,82,69.14402724,17/01/2022,226000000,264,24/12/2020,,46511306.7,69.14402724
24/12/2020,42,68.89394808,24/01/2022,100000000,304,25/12/2020,,46449043.41,68.89394808
25/12/2020,22,69.13679245,31/01/2022,25000000,443,26/12/2020,,47877276.07,69.13679245
26/12/2020,49,69.70576735,07/02/2022,10900000,385,27/12/2020,,51105238.31,69.70576735
27/12/2020,59,70.3272732,14/02/2022,984009.9447,278,28/12/2020,,56258744.26,70.3272732
28/12/2020,74,70.79535641,21/02/2022,2741561.721,132,29/12/2020,,63229977.1,70.79535641
29/12/2020,92,71.20499556,28/02/2022,1087703.638,188,30/12/2020,,71643588.85,71.20499556
30/12/2020,68,71.87562241,07/03/2022,1999344.026,262,31/12/2020,,80855697.49,71.87562241
31/12/2020,82,73.28186875,14/03/2022,3363166.926,322,01/01/2021,,90054924.62,73.28186875
01/01/2021,57,75.35385849,21/03/2022,982929.802,280,02/01/2021,,98421888.61,75.35385849
02/01/2021,66,77.64825011,28/03/2022,1168714.336,216,03/01/2021,,105373472.1,77.64825011
03/01/2021,64,79.6406056,04/04/2022,3712306.708,247,04/01/2021,,110913855.6,79.6406056
04/01/2021,143,80.92105347,11/04/2022,3684119.396,126,05/01/2021,,115933003.5,80.92105347
05/01/2021,125,81.30063111,18/04/2022,6446852.547,86,06/01/2021,,121450155.8,81.30063111
06/01/2021,89,80.85076538,25/04/2022,4483346.855,216,07/01/2021,,128293793.5,80.85076538
07/01/2021,68,79.8986773,02/05/2022,5744791.959,285,08/01/2021,,136423992.3,79.8986773
08/01/2021,84,78.58817588,09/05/2022,6871728.565,234,09/01/2021,,145244821.4,78.58817588
09/01/2021,56,76.68035512,16/05/2022,8261107.7,200,10/01/2021,,153949498.7,76.68035512
10/01/2021,44,74.01493108,23/05/2022,3390573.828,167,11/01/2021,,161758363.8,74.01493108
11/01/2021,76,70.62257159,30/05/2022,30800000,162,12/01/2021,,168072352.6,70.62257159
12/01/2021,83,66.74721927,06/06/2022,4087559.464,80,13/01/2021,,172565311,66.74721927
13/01/2021,59,62.82502712,13/06/2022,20500000,234,14/01/2021,,175175839,62.82502712
14/01/2021,66,59.33740409,20/06/2022,20400000,226,15/01/2021,,176066074.4,59.33740409
15/01/2021,57,56.555662,27/06/2022,14200000,242,16/01/2021,,175560651.7,56.555662
16/01/2021,41,54.20504209,04/07/2022,29600000,205,17/01/2021,,174051320.3,54.20504209
17/01/2021,48,51.89603252,11/07/2022,20800000,231,18/01/2021,,171710631.2,51.89603252
18/01/2021,64,49.52453059,18/07/2022,8647600.856,154,19/01/2021,,168088470.8,49.52453059
19/01/2021,55,47.17574314,25/07/2022,7646915.367,105,20/01/2021,,162787356.5,47.17574314
20/01/2021,66,45.00667175,01/08/2022,4208999.757,272,21/01/2021,,155635306.7,45.00667175
21/01/2021,44,43.12421169,08/08/2022,34900000,218,22/01/2021,,146671854,43.12421169
22/01/2021,42,41.51755841,15/08/2022,12700000,268,23/01/2021,,136136175.5,41.51755841
23/01/2021,26,40.07622603,22/08/2022,5489790.201,217,24/01/2021,,124468309.2,40.07622603
24/01/2021,25,38.67438907,29/08/2022,1031536.221,242,25/01/2021,,112313284.3,38.67438907
25/01/2021,38,37.29955421,05/09/2022,7540391.038,141,26/01/2021,,100445980.7,37.29955421
26/01/2021,40,36.01572676,12/09/2022,3564248.927,135,27/01/2021,,89648178.24,36.01572676
27/01/2021,36,34.86449608,19/09/2022,936483.6685,263,28/01/2021,,80521142.07,34.86449608
28/01/2021,36,33.90238081,26/09/2022,5701045.537,275,29/01/2021,,73197587.3,33.90238081
29/01/2021,54,33.15686389,03/10/2022,918121.2436,221,30/01/2021,,66973238.46,33.15686389
30/01/2021,31,32.59598836,10/10/2022,933243.2406,279,31/01/2021,,60921640.27,32.59598836
31/01/2021,22,32.11739543,17/10/2022,865194.2543,245,01/02/2021,,54766283.74,32.11739543
01/02/2021,38,31.58225495,24/10/2022,1780549.027,136,02/02/2021,,48569881.49,31.58225495
02/02/2021,32,30.8899868,31/10/2022,1107146.206,132,03/02/2021,,42590810.44,30.8899868
03/02/2021,36,30.08806087,07/11/2022,991570.9431,253,04/02/2021,,37130374.01,30.08806087
04/02/2021,31,29.26121816,14/11/2022,3606885.138,285,05/02/2021,,32425620.96,29.26121816
05/02/2021,39,28.36976907,21/11/2022,1901647.853,315,06/02/2021,,28579627.97,28.36976907
06/02/2021,14,27.43457934,28/11/2022,6082993.289,240,07/02/2021,,25527484.31,27.43457934
07/02/2021,17,26.5127489,05/12/2022,4758611.469,265,08/02/2021,,23068240.61,26.5127489
08/02/2021,30,25.65767054,12/12/2022,921361.6716,154,09/02/2021,,20928686.32,25.65767054
09/02/2021,28,24.89655075,19/12/2022,894358.1056,150,10/02/2021,,18860989.21,24.89655075
10/02/2021,27,24.22719615,02/01/2023,2729217.725,302,11/02/2021,,16782208.98,24.22719615
11/02/2021,25,23.62807126,09/01/2023,1106066.063,269,12/02/2021,,14867042.96,23.62807126
12/02/2021,38,23.07626477,16/01/2023,9845024.265,265,13/02/2021,,13280047.65,23.07626477
13/02/2021,15,22.56145326,23/01/2023,1058539.787,221,14/02/2021,,12153440.25,22.56145326
14/02/2021,14,22.08496374,30/01/2023,1069341.213,121,15/02/2021,,11580244,22.08496374
15/02/2021,19,21.67953221,08/02/2023,4236723.361,150,16/02/2021,,11598006.75,21.67953221
16/02/2021,22,21.37741971,15/02/2023,10900000,155,17/02/2021,,12179556.06,21.37741971
17/02/2021,21,21.18204987,22/02/2023,3783005.509,228,18/02/2021,,13225645.61,21.18204987
18/02/2021,24,21.05371725,27/02/2023,8127442.691,262,19/02/2021,,14554348.66,21.05371725
19/02/2021,27,20.92440533,08/03/2023,22600000,243,20/02/2021,,15918495.82,20.92440533
20/02/2021,17,20.73693195,20/03/2023,6244050.357,205,21/02/2021,,17047965.41,20.73693195
21/02/2021,13,20.50437915,29/03/2023,10400000,100,22/02/2021,,17704577.83,20.50437915
22/02/2021,31,20.26410635,05/04/2023,25100000,165,23/02/2021,,17770346.13,20.26410635
23/02/2021,24,19.98051158,10/04/2023,22400000,146,24/02/2021,,17373543.48,19.98051158
24/02/2021,16,19.68132865,17/04/2023,5031153.195,269,25/02/2021,,16846892.46,19.68132865
25/02/2021,26,19.42619858,24/04/2023,10000000,215,26/02/2021,,16203607.02,19.42619858
26/02/2021,21,19.26359191,03/05/2023,4063341.07,166,27/02/2021,,15427741.27,19.26359191
27/02/2021,8,19.20695973,08/05/2023,9190760.897,143,28/02/2021,,14552105.43,19.20695973
28/02/2021,14,19.23485275,15/05/2023,1894570.19,161,01/03/2021,,13632707.49,19.23485275
01/03/2021,21,19.31015365,22/05/2023,6773531.287,94,02/03/2021,,12730887.69,19.31015365
02/03/2021,16,19.41295154,29/05/2023,5842897.671,82,03/03/2021,,11902223.67,19.41295154
03/03/2021,19,19.56734055,07/06/2023,3105224.304,171,04/03/2021,,11189421.81,19.56734055
04/03/2021,22,19.82786507,12/06/2023,2413470.714,111,05/03/2021,,10619425.05,19.82786507
05/03/2021,18,20.2117323,19/06/2023,1635335.956,113,06/03/2021,,10202288.33,20.2117323
06/03/2021,16,20.69678009,26/06/2023,6667089.711,91,07/03/2021,,9929408.121,20.69678009
07/03/2021,25,21.23362799,03/07/2023,15000000,96,08/03/2021,,9771821.342,21.23362799
08/03/2021,37,21.75531714,12/07/2023,1025055.365,86,09/03/2021,,9682736.152,21.75531714
09/03/2021,17,22.19496461,17/07/2023,3333307.224,60,10/03/2021,,9482403.997,22.19496461
10/03/2021,25,22.51280903,26/07/2023,7651203.349,140,11/03/2021,,8981411.531,22.51280903
11/03/2021,32,22.73740109,02/08/2023,4077767.455,94,12/03/2021,,8224636.503,22.73740109
12/03/2021,20,22.92611438,09/08/2023,34800000,90,13/03/2021,,7387728.828,22.92611438
13/03/2021,16,23.06451888,14/08/2023,21200000,,14/03/2021,,6683973.352,23.06451888
14/03/2021,11,23.15862713,23/08/2023,9150838.825,,15/03/2021,,6300341.836,23.15862713
15/03/2021,25,23.23202337,06/09/2023,41700000,,16/03/2021,,6351224.881,23.23202337
16/03/2021,22,23.31203476,11/09/2023,11700000,,17/03/2021,,6854909.925,23.31203476
17/03/2021,24,23.42409571,20/09/2023,2308191.371,,18/03/2021,,7754664.951,23.42409571
18/03/2021,31,23.58847753,27/09/2023,45700000,,19/03/2021,,8945947.53,23.58847753
19/03/2021,22,23.81453553,02/10/2023,10700000,,20/03/2021,,10315888.75,23.81453553
20/03/2021,26,24.09087562,11/10/2023,2062156.481,,21/03/2021,,11799757.16,24.09087562
21/03/2021,23,24.3936238,16/10/2023,5487470.255,,22/03/2021,,13514213.52,24.3936238
22/03/2021,20,24.72471187,25/10/2023,3762836.746,,23/03/2021,,15783863.52,24.72471187
23/03/2021,24,25.11773518,30/10/2023,1151432.054,,24/03/2021,,18707425.41,25.11773518
24/03/2021,26,25.60517995,13/11/2023,2483379.706,,25/03/2021,,22181453.13,25.60517995
25/03/2021,23,26.19273391,20/11/2023,3285919.206,,26/03/2021,,25999727.94,26.19273391
26/03/2021,18,26.84708508,29/11/2023,4544870.819,,27/03/2021,,29922075.72,26.84708508
27/03/2021,37,27.50863794,04/12/2023,10100000,,28/03/2021,,33715202.37,27.50863794
28/03/2021,24,28.12392441,,,,29/03/2021,,37181064.48,28.12392441
29/03/2021,44,28.69582755,,,,30/03/2021,,40167446.06,28.69582755
30/03/2021,26,29.31078759,,,,31/03/2021,,42572495.92,29.31078759
31/03/2021,32,30.06812864,,,,01/04/2021,,44361364.77,30.06812864
01/04/2021,42,30.97100359,,,,02/04/2021,,45592951.18,30.97100359
02/04/2021,15,31.9561064,,,,03/04/2021,,46443129.7,31.9561064
03/04/2021,18,32.93801089,,,,04/04/2021,,46995303.24,32.93801089
04/04/2021,17,33.83763046,,,,05/04/2021,,47093815.75,33.83763046
05/04/2021,41,34.6008296,,,,06/04/2021,,46579335.06,34.6008296
06/04/2021,49,35.21045164,,,,07/04/2021,,45353939.68,35.21045164
07/04/2021,35,35.70386091,,,,08/04/2021,,43405216.64,35.70386091
08/04/2021,42,36.16247326,,,,09/04/2021,,40819408.47,36.16247326
09/04/2021,28,36.6270003,,,,10/04/2021,,37788896.81,36.6270003
10/04/2021,34,37.05330772,,,,11/04/2021,,34599144.15,37.05330772
11/04/2021,27,37.37094998,,,,12/04/2021,,31575693.45,37.37094998
12/04/2021,50,37.53365509,,,,13/04/2021,,29016141.44,37.53365509
13/04/2021,47,37.54649648,,,,14/04/2021,,27088964.11,37.54649648
14/04/2021,44,37.46375499,,,,15/04/2021,,25693512.86,37.46375499
15/04/2021,49,37.35782703,,,,16/04/2021,,24418431.27,37.35782703
16/04/2021,33,37.26188679,,,,17/04/2021,,23050453.8,37.26188679
17/04/2021,33,37.14834526,,,,18/04/2021,,21567470.62,37.14834526
18/04/2021,30,37.02479533,,,,19/04/2021,,20025721.05,37.02479533
19/04/2021,33,36.86460356,,,,20/04/2021,,18513463.06,36.86460356
20/04/2021,29,36.62767861,,,,21/04/2021,,17119506.04,36.62767861
21/04/2021,44,36.2926103,,,,22/04/2021,,15913847.62,36.2926103
22/04/2021,35,35.87667911,,,,23/04/2021,,14934951.54,35.87667911
23/04/2021,34,35.43166161,,,,24/04/2021,,14185912.65,35.43166161
24/04/2021,24,35.01502601,,,,25/04/2021,,13640593.34,35.01502601
25/04/2021,29,34.64179243,,,,26/04/2021,,13253065.26,34.64179243
26/04/2021,42,34.2777733,,,,27/04/2021,,12972607.55,34.2777733
27/04/2021,31,33.94315509,,,,28/04/2021,,12767085.77,33.94315509
28/04/2021,41,33.61740784,,,,29/04/2021,,12655548.45,33.61740784
29/04/2021,33,33.25491191,,,,30/04/2021,,12713174.97,33.25491191
30/04/2021,44,32.81666329,,,,01/05/2021,,12996050.58,32.81666329
01/05/2021,33,32.28750307,,,,02/05/2021,,13524617.07,32.28750307
02/05/2021,34,31.67973879,,,,03/05/2021,,14285163,31.67973879
03/05/2021,37,31.02311356,,,,04/05/2021,,15231779.75,31.02311356
04/05/2021,34,30.34368331,,,,05/05/2021,,16288006.84,30.34368331
05/05/2021,20,29.63389366,,,,06/05/2021,,17352642.78,29.63389366
06/05/2021,42,28.86519162,,,,07/05/2021,,18317358.18,28.86519162
07/05/2021,24,28.03102292,,,,08/05/2021,,19088969.95,28.03102292
08/05/2021,19,27.14412629,,,,09/05/2021,,19621279.89,27.14412629
09/05/2021,19,26.22938616,,,,10/05/2021,,19957749.92,26.22938616
10/05/2021,25,25.32130865,,,,11/05/2021,,20234741.66,25.32130865
11/05/2021,28,24.45800858,,,,12/05/2021,,20523370.4,24.45800858
12/05/2021,30,23.66806297,,,,13/05/2021,,20848042.5,23.66806297
13/05/2021,23,22.94805657,,,,14/05/2021,,21196905.47,22.94805657
14/05/2021,26,22.24651232,,,,15/05/2021,,21539991.78,22.24651232
15/05/2021,16,21.52866114,,,,16/05/2021,,21843376.99,21.52866114
16/05/2021,21,20.81857972,,,,17/05/2021,,22078744.33,20.81857972
17/05/2021,12,20.16063438,,,,18/05/2021,,22230547.88,20.16063438
18/05/2021,33,19.58621556,,,,19/05/2021,,22299733.24,19.58621556
19/05/2021,23,19.09546033,,,,20/05/2021,,22300675.12,19.09546033
20/05/2021,21,18.65857742,,,,21/05/2021,,22256331.82,18.65857742
21/05/2021,22,18.23481805,,,,22/05/2021,,22190548.16,18.23481805
22/05/2021,16,17.80372966,,,,23/05/2021,,22116514.96,17.80372966
23/05/2021,11,17.38732546,,,,24/05/2021,,22041494.57,17.38732546
24/05/2021,23,16.99293969,,,,25/05/2021,,22008803.11,16.99293969
25/05/2021,19,16.64742516,,,,26/05/2021,,22032342.86,16.64742516
26/05/2021,11,16.38324071,,,,27/05/2021,,22094896.98,16.38324071
27/05/2021,10,16.21421269,,,,28/05/2021,,22164268.33,16.21421269
28/05/2021,15,16.12271634,,,,29/05/2021,,22205125.43,16.12271634
29/05/2021,11,16.06367297,,,,30/05/2021,,22187337.88,16.06367297
30/05/2021,23,15.98569213,,,,31/05/2021,,22093882.81,15.98569213
31/05/2021,11,15.86802701,,,,01/06/2021,,21922948.99,15.86802701
01/06/2021,23,15.73756881,,,,02/06/2021,,21685287.68,15.73756881
02/06/2021,21,15.56138277,,,,03/06/2021,,21399831.11,15.56138277
03/06/2021,16,15.35896304,,,,04/06/2021,,21086516.03,15.35896304
04/06/2021,19,15.19313617,,,,05/06/2021,,20756486.41,15.19313617
05/06/2021,12,15.11967539,,,,06/06/2021,,20361340.65,15.11967539
06/06/2021,7,15.15837395,,,,07/06/2021,,19800020.04,15.15837395
07/06/2021,15,15.28874084,,,,08/06/2021,,19066334.92,15.28874084
08/06/2021,14,15.46903791,,,,09/06/2021,,18220984.66,15.46903791
09/06/2021,24,15.66841833,,,,10/06/2021,,17351957.01,15.66841833
10/06/2021,21,15.87903496,,,,11/06/2021,,16546505.83,15.87903496
11/06/2021,17,16.02571052,,,,12/06/2021,,15872009.73,16.02571052
12/06/2021,12,16.1493118,,,,13/06/2021,,15364626.55,16.1493118
13/06/2021,11,16.37067488,,,,14/06/2021,,15033679.15,16.37067488
14/06/2021,12,16.79327904,,,,15/06/2021,,14867344.58,16.79327904
15/06/2021,13,17.44869625,,,,16/06/2021,,14839540.43,17.44869625
16/06/2021,23,18.28871021,,,,17/06/2021,,14919252.52,18.28871021
17/06/2021,27,19.22289539,,,,18/06/2021,,15076400.12,19.22289539
18/06/2021,23,20.18590636,,,,19/06/2021,,15290215.14,20.18590636
19/06/2021,15,21.21813891,,,,20/06/2021,,15584228.92,21.21813891
20/06/2021,17,22.41803065,,,,21/06/2021,,16005133.1,22.41803065
21/06/2021,21,23.83646535,,,,22/06/2021,,16599227.39,23.83646535
22/06/2021,15,25.4590345,,,,23/06/2021,,17396362.25,25.4590345
23/06/2021,24,27.22042954,,,,24/06/2021,,18398851.29,27.22042954
24/06/2021,30,29.01344055,,,,25/06/2021,,19572051.41,29.01344055
25/06/2021,31,30.71082255,,,,26/06/2021,,20847817.79,30.71082255
26/06/2021,32,32.20880386,,,,27/06/2021,,22139120.88,32.20880386
27/06/2021,35,33.49966781,,,,28/06/2021,,23362213.05,33.49966781
28/06/2021,31,34.69120521,,,,29/06/2021,,24471674.62,34.69120521
29/06/2021,40,35.68834226,,,,30/06/2021,,25508678.01,35.68834226
30/06/2021,43,36.46264399,,,,01/07/2021,,26596788.08,36.46264399
01/07/2021,42,37.11707519,,,,02/07/2021,,27882691.82,37.11707519
02/07/2021,44,37.7926177,,,,03/07/2021,,29390588.97,37.7926177
03/07/2021,27,38.61173437,,,,04/07/2021,,31043257.82,38.61173437
04/07/2021,21,39.64936177,,,,05/07/2021,,32719435.67,39.64936177
05/07/2021,36,40.92598771,,,,06/07/2021,,34295050.66,40.92598771
06/07/2021,43,42.39934395,,,,07/07/2021,,35670329.7,42.39934395
07/07/2021,47,43.98403839,,,,08/07/2021,,36787073.32,43.98403839
08/07/2021,55,45.68119935,,,,09/07/2021,,37628148.25,45.68119935
09/07/2021,54,47.54135142,,,,10/07/2021,,38210966,47.54135142
10/07/2021,28,49.60070683,,,,11/07/2021,,38578115.68,49.60070683
11/07/2021,40,51.85161688,,,,12/07/2021,,38783272.91,51.85161688
12/07/2021,55,54.22519578,,,,13/07/2021,,38861107.64,54.22519578
13/07/2021,68,56.60136741,,,,14/07/2021,,38756387.76,56.60136741
14/07/2021,58,58.85805308,,,,15/07/2021,,38397874.99,58.85805308
15/07/2021,63,60.95751972,,,,16/07/2021,,37749871.02,60.95751972
16/07/2021,66,63.02692888,,,,17/07/2021,,36810631.09,63.02692888
17/07/2021,62,65.25093521,,,,18/07/2021,,35609829.99,65.25093521
18/07/2021,39,67.64967306,,,,19/07/2021,,34207739.89,67.64967306
19/07/2021,80,70.08642156,,,,20/07/2021,,32697949.25,70.08642156
20/07/2021,70,72.39852606,,,,21/07/2021,,31200180.92,72.39852606
21/07/2021,72,74.4788762,,,,22/07/2021,,29842479.3,74.4788762
22/07/2021,95,76.30693326,,,,23/07/2021,,28737359.57,76.30693326
23/07/2021,61,77.92756217,,,,24/07/2021,,27942291.51,77.92756217
24/07/2021,68,79.40911147,,,,25/07/2021,,27402569.17,79.40911147
25/07/2021,48,80.80309029,,,,26/07/2021,,26943055.96,80.80309029
26/07/2021,84,82.26187344,,,,27/07/2021,,26503887.56,82.26187344
27/07/2021,92,83.76175466,,,,28/07/2021,,26097748.3,83.76175466
28/07/2021,107,85.08925913,,,,29/07/2021,,25752823.91,85.08925913
29/07/2021,104,86.04288125,,,,30/07/2021,,25497207.41,86.04288125
30/07/2021,93,86.55741274,,,,31/07/2021,,25347771.18,86.55741274
31/07/2021,66,86.73477985,,,,01/08/2021,,25302420.12,86.73477985
01/08/2021,66,86.76546114,,,,02/08/2021,,25334791.96,86.76546114
02/08/2021,99,86.78145008,,,,03/08/2021,,25400901.07,86.78145008
03/08/2021,92,86.71012467,,,,04/08/2021,,25451075.84,86.71012467
04/08/2021,98,86.46379189,,,,05/08/2021,,25446998.92,86.46379189
05/08/2021,104,85.95449397,,,,06/08/2021,,25385684.99,85.95449397
06/08/2021,82,85.12652154,,,,07/08/2021,,25315392.49,85.12652154
07/08/2021,54,83.99861945,,,,08/08/2021,,25214959.14,83.99861945
08/08/2021,53,82.68527385,,,,09/08/2021,,25029904.97,82.68527385
09/08/2021,95,81.37625151,,,,10/08/2021,,24777694.58,81.37625151
10/08/2021,121,80.25863916,,,,11/08/2021,,24515880.79,80.25863916
11/08/2021,91,79.38539566,,,,12/08/2021,,24312446.25,79.38539566
12/08/2021,91,78.58326406,,,,13/08/2021,,24225837.77,78.58326406
13/08/2021,77,77.78599671,,,,14/08/2021,,24292034.9,77.78599671
14/08/2021,60,76.9941999,,,,15/08/2021,,24518498.59,76.9941999
15/08/2021,60,76.21048455,,,,16/08/2021,,24888886.35,76.21048455
16/08/2021,68,75.43711919,,,,17/08/2021,,25370794.94,75.43711919
17/08/2021,82,74.67443976,,,,18/08/2021,,25927262.32,74.67443976
18/08/2021,65,73.91967401,,,,19/08/2021,,26533696.08,73.91967401
