Dates,JH_S,CDC_S,JH_CASE_S,JH,CDC,CDC_DEATHS,JH_DEATHS
1541,118,5739.8,10078,4.003374354,3.75889676,1.531478917,2.071882007
1542,71,4777.35,6722,3.827498508,3.67918706,2.952792443,1.851258349
1543,66,4915.11,5665,3.753199914,3.691533242,1.556302501,1.819543936
1544,24,6858.05,1815,3.258876629,3.836200647,0,1.380211242
1545,125,4852.24,6866,3.836703799,3.685942274,1.204119983,2.096910013
1546,151,7406.25,7963,3.901076716,3.869598368,1.301029996,2.178976947
1547,56,6552.36,3371,3.527758753,3.81639775,1.51851394,1.748188027
1548,102,4484.93,4457,3.649042634,3.651755669,1.322219295,2.008600172
1549,113,9833.08,5499,3.74028372,3.992689573,2.267171728,2.053078443
1550,48,4097.49,3260,3.5132176,3.612517902,2.50242712,1.681241237
1551,299,4523.38,53197,4.725887141,3.655463073,1.204119983,2.475671188
1552,349,6804.61,29734,4.473253337,3.832803239,2.28780173,2.542825427
1553,182,4988.57,12433,4.094575934,3.697976071,2.220108088,2.260071388
1554,42,7144.55,2076,3.317227349,3.85397488,1.51851394,1.62324929
1555,148,4131.42,14439,4.159537116,3.616099348,1.113943352,2.170261715
1556,197,6767.17,10881,4.03666881,3.830407087,0,2.294466226
1557,275,5138.22,23434,4.369846426,3.710812695,1.892094603,2.439332694
1558,48,5045.85,2691,3.429913698,3.702934336,1.397940009,1.681241237
1559,24,4381.87,1761,3.245759356,3.641659489,0,1.380211242
1560,348,6434.69,30193,4.479906267,3.808527629,1,2.541579244
1561,61,8497.05,3751,3.574147064,3.929268174,3.026533265,1.785329835
1562,43,7914.7,1996,3.300160537,3.898434458,1.255272505,1.633468456
1563,292,7208.39,24975,4.397505497,3.857838276,1.278753601,2.465382851
1564,49,6370.85,1922,3.283753383,3.80419738,2.301029996,1.69019608
1565,412,2692.08,33549,4.52567958,3.430087962,3.671172843,2.614897216
1566,130,6584.98,5749,3.759592309,3.81855446,1.851258349,2.113943352
1567,306,4164.84,24120,4.382377303,3.619598322,1.204119983,2.485721426
1568,81,4620.86,4792,3.680516809,3.664722811,1.342422681,1.908485019
1569,117,5752.16,6579,3.818159886,3.759830958,2.198657087,2.068185862
1570,49,5382.27,1815,3.258876629,3.73096548,1.041392685,1.69019608
1571,83,5339.33,4697,3.67182056,3.727486763,0,1.919078092
1572,32,4433.81,2027,3.306853749,3.646777079,1.69019608,1.505149978
1573,51,4394.92,2551,3.406710459,3.642950974,1.230448921,1.707570176
1574,93,7141.89,3966,3.59835271,3.853813157,1.079181246,1.968482949
1575,87,6076.45,3059,3.485579477,3.783649929,2.235528447,1.939519253
1576,138,7298.57,9718,3.987576895,3.863237778,1.892094603,2.139879086
1577,415,8233.28,31433,4.497385833,3.915572885,1.799340549,2.618048097
1578,115,7751.73,4094,3.612147838,3.889398637,1.505149978,2.06069784
1579,37,4766.91,2690,3.42975228,3.678236952,1.707570176,1.568201724
1580,1156,4077.34,84976,4.929296284,3.610376928,1.146128036,3.062957834
1581,75,3060,3140,3.496929648,3.485721426,1.785329835,1.875061263
1582,36,8069.51,2465,3.391816924,3.906847164,0,1.556302501
1583,96,4371.86,7064,3.849050691,3.640666246,1.255272505,1.982271233
1584,59,10370.96,2408,3.381656483,4.015818959,3.103119254,1.770852012
1585,34,4472.02,1314,3.118595365,3.650503737,1.544068044,1.531478917
1586,38,4303.36,2972,3.473048805,3.633807679,1.204119983,1.579783597
1587,233,6109.41,10995,4.041195234,3.785999271,1.146128036,2.367355921
1588,50,5580.33,2695,3.43055877,3.746659882,0,1.698970004
1589,1389,4543.69,121175,5.083413028,3.657408693,1.204119983,3.142702246
1590,585,5874.64,40835,4.61103256,3.768981258,0,2.767155866
1591,750,5714.04,67882,4.831754629,3.756943276,2.725911632,2.875061263
1592,153,5111.16,14723,4.167996312,3.708519476,0,2.184691431
1593,1350,5165.83,139772,5.14542018,3.71314011,1.612783857,3.130333768
1594,16,3945.24,1189,3.075181855,3.596073428,0,1.204119983
1595,193,8445.13,9621,3.983220215,3.926606339,1.72427587,2.285557309
1596,146,4773.33,9250,3.966141733,3.67882146,1.62324929,2.164352856
1597,186,7367.21,9297,3.968342831,3.867303049,0,2.269512944
1598,44,4421.89,3365,3.526985069,3.645607935,1.662757832,1.643452676
1599,162,9362.56,18483,4.266772464,3.971394614,2.619093331,2.209515015
1600,76,10746.92,3167,3.500648063,4.031284016,2.123851641,1.880813592
1601,109,5531.48,4454,3.648750213,3.742841346,1.491361694,2.037426498
1602,68,4988.32,4264,3.629817196,3.697954306,0,1.832508913
1603,59,4552.67,4264,3.629817196,3.658266172,0,1.770852012
1604,42,8891.94,1966,3.293583513,3.948996524,1.826074803,1.62324929
1605,135,7542.15,9802,3.991314698,3.877495166,0,2.130333768
1606,80,5490.19,6205,3.792741786,3.739587374,1.86923172,1.903089987
1607,17,6686.31,903,2.95568775,3.825186508,2.357934847,1.230448921
1608,129,5805.12,7090,3.850646235,3.763811202,0,2.11058971
1609,65,10831.48,4425,3.645913275,4.034687802,1.653212514,1.812913357
1610,61,4497.56,4386,3.642068627,3.652976966,0,1.785329835
1611,52,5791.94,2509,3.399500661,3.762824054,1.041392685,1.716003344
1612,63,7508.23,3116,3.493597449,3.875537568,0,1.799340549
1613,125,7750.3,4920,3.691965103,3.889318514,0,2.096910013
1614,93,2384.72,6109,3.785970125,3.377437394,2.58546073,1.968482949
1615,223,9554.25,13831,4.140853581,3.980196601,1.041392685,2.348304863
1616,51,3532.27,7218,3.858416878,3.548053893,1.633468456,1.707570176
1617,41,4853.43,2432,3.385963571,3.68604877,1.176091259,1.612783857
1618,52,6551.79,3793,3.578982843,3.816359969,0,1.716003344
1619,0,5646.03,0,0,3.751743181,0,0
1620,66,3587.53,2035,3.308564414,3.554795541,1.255272505,1.819543936
1621,87,7154.14,3800,3.579783597,3.854557435,0,1.939519253
1622,51,7152.32,6336,3.801815169,3.854446937,2.079181246,1.707570176
1623,191,6504.08,14937,4.174263381,3.813185874,1.414973348,2.281033367
1624,263,6041.2,12903,4.110690697,3.781123214,1.568201724,2.419955748
1625,65,4567.33,5220,3.717670503,3.659662392,1.146128036,1.812913357
1626,108,7732.56,12814,4.10768472,3.888323299,1.612783857,2.033423755
1627,121,10741.17,9932,3.997036711,4.03105159,0,2.08278537
1628,132,7800.79,10785,4.032820149,3.892138587,2.161368002,2.120573931
1629,26,6712.38,1177,3.070776463,3.826876535,0,1.414973348
1630,30,4662.14,2948,3.469527479,3.668585311,0,1.477121255
1631,116,7214.3,7202,3.857453117,3.858194198,0,2.064457989
1632,102,2258.74,6208,3.792951708,3.353866243,0,2.008600172
1633,27,3136.02,1392,3.143639235,3.496378824,1.505149978,1.431363764
1634,68,6242.65,3194,3.504334912,3.795368986,0,1.832508913
1635,118,5707.51,7228,3.859018144,3.756446681,0,2.071882007
1636,26,5878.11,896,2.95230801,3.769237709,3.054995862,1.414973348
1637,20,3156.9,839,2.923761961,3.499260825,2.10720997,1.301029996
1638,172,4348.7,13875,4.142232992,3.638359448,1.176091259,2.235528447
1639,43,4841.25,1916,3.282395505,3.68495751,1.204119983,1.633468456
1640,18,9278.45,2075,3.317018101,3.967475432,1.361727836,1.255272505
1641,1050,8112.39,119652,5.077919962,3.909148821,0,3.021189299
1642,45,3046.39,2618,3.417969642,3.483785501,0,1.653212514
1643,330,7978.18,23553,4.372046232,3.90190383,2.404833717,2.51851394
1644,3746,5922.95,294789,5.469511274,3.772538066,1.176091259,3.573567773
1645,869,3049.17,76241,4.882188584,3.484181638,0,2.939019776
1646,42,4522.4,4846,3.68538341,3.655368972,1.51851394,1.62324929
1647,152,5270.88,7191,3.856789289,3.721883129,1.361727836,2.181843588
1648,132,4349.58,6942,3.841484609,3.638447323,0,2.120573931
1649,29,2155.2,2048,3.311329952,3.333487578,0,1.462397998
1650,252,7693.29,16064,4.205853695,3.886112104,1.462397998,2.401400541
1651,113,4468.49,5677,3.754118894,3.65016079,1.113943352,2.053078443
1652,0,4850.37,0,0,3.685774869,1,0
1653,116,7091.16,6150,3.788875116,3.850717285,1.531478917,2.064457989
1654,116,6102.7,9926,3.996774271,3.785522021,1.113943352,2.064457989
1655,154,5541.47,7086,3.850401148,3.743624986,1.531478917,2.187520721
1656,58,1295.9,2979,3.474070503,3.11257149,1.397940009,1.763427994
1657,165,3355.72,10347,4.014814449,3.525785716,1.770852012,2.217483944
1658,5,3870.93,559,2.747411808,3.587815318,0,0.698970004
1659,95,5797.3,4585,3.66133934,3.763225775,0,1.977723605
1660,32,5082.08,2469,3.39252109,3.706041497,2.173186268,1.505149978
1661,103,6513.76,5861,3.767971721,3.813831753,3.318480725,2.012837225
1662,34,6294.34,2590,3.413299764,3.798950198,0,1.531478917
1663,22,6890.96,1545,3.188928484,3.838279729,1.204119983,1.342422681
1664,30,5465.2,2465,3.391816924,3.73760606,0,1.477121255
1665,5,7385.35,291,2.463892989,3.868371082,0,0.698970004
1666,375,6347.22,30042,4.477728842,3.802583552,0,2.574031268
1667,15,5498.74,1360,3.133538908,3.740263185,1.812913357,1.176091259
1668,53,4740.01,3518,3.546295835,3.675779258,0,1.72427587
1669,9,2179.68,485,2.685741739,3.338392739,1.079181246,0.954242509
1670,60,6621.74,2767,3.442009159,3.820972124,0,1.77815125
1671,30,6271.08,3255,3.512550993,3.797342341,0,1.477121255
1672,12,4715.67,798,2.902002891,3.673543406,2.40654018,1.079181246
1673,61,3843.48,2966,3.472171147,3.584724626,1.447158031,1.785329835
1674,303,4788.03,33849,4.529545843,3.680156863,0,2.481442629
1675,134,8678.68,41596,4.61905157,3.938453675,0,2.127104798
1676,3,3190.14,251,2.399673721,3.503809743,1.301029996,0.477121255
1677,77,4645.08,4730,3.674861141,3.666993198,1.255272505,1.886490725
1678,5,5295.31,178,2.250420002,3.72389139,0,0.698970004
1679,10,6582.64,672,2.827369273,3.818400104,1.176091259,1
1680,77,7463.4,5400,3.73239376,3.872936718,0,1.886490725
1681,26,7438.29,3149,3.498172661,3.871473106,1.361727836,1.414973348
1682,1,5965.78,283,2.451786436,3.775667234,0,0
1683,107,5437.56,8334,3.920853496,3.735404062,1.079181246,2.029383778
1684,202,4666.01,21851,4.339471317,3.668945665,1.079181246,2.305351369
1685,4,4377.67,528,2.722633923,3.64124302,2.944975908,0.602059991
1686,96,6437.1,5632,3.750662646,3.808690256,2.298853076,1.982271233
1687,23,6177.71,2392,3.378761175,3.790827517,2.158362492,1.361727836
1688,9,7457.85,452,2.655138435,3.872613644,1.079181246,0.954242509
1689,12,6145.28,597,2.775974331,3.788541676,1.397940009,1.079181246
1690,17,5577.86,1367,3.135768515,3.74646761,1.113943352,1.230448921
1691,224,2086.66,34011,4.531619401,3.319451691,1.51851394,2.350248018
1692,31,4414.11,1107,3.044147621,3.644843152,1.278753601,1.491361694
1693,0,8063.25,0,0,3.906510125,1.397940009,0
1694,39,8387.11,5132,3.710286648,3.923612339,0,1.591064607
1695,1,2721.97,45,1.653212514,3.434883334,1.204119983,0
1696,30,5206.08,1146,3.059184618,3.716510837,1.431363764,1.477121255
1697,11,6299.86,1477,3.169380495,3.799330898,1.342422681,1.041392685
1698,10,6496.41,418,2.621176282,3.812673426,1.913813852,1
1699,32,3372.47,2218,3.345961542,3.527948095,1.342422681,1.505149978
1700,4,4406.57,292,2.465382851,3.644100673,1.505149978,0.602059991
1701,173,4200.9,8512,3.930031615,3.623342344,1.397940009,2.238046103
1702,39,2721.36,3014,3.479143248,3.434785997,0,1.591064607
1703,76,5234.83,4013,3.60346916,3.718902583,0,1.880813592
1704,63,4879.26,3112,3.493039588,3.688353961,2.365487985,1.799340549
1705,53,3225.82,2435,3.386498966,3.50864013,1.51851394,1.72427587
1706,13,4240.05,917,2.962369336,3.627370978,2.301029996,1.113943352
1707,139,5280.85,9930,3.996949248,3.722703832,1.431363764,2.1430148
1708,32,7402.93,1731,3.238297068,3.869403643,1.431363764,1.505149978
1709,13,8034.04,911,2.959518377,3.90493399,0,1.113943352
1710,27,5213.91,1539,3.18723862,3.71716353,0,1.431363764
1711,25,3915.64,1411,3.149527014,3.592802756,0,1.397940009
1712,1,3441.31,148,2.170261715,3.536723796,1.146128036,0
1713,0,7424.72,0,0,3.87068008,1.113943352,0
1714,42,6434.42,2164,3.335257256,3.808509406,0,1.62324929
1715,14,6678.07,459,2.661812686,3.824650967,1.51851394,1.146128036
1716,8,5740.23,246,2.390935107,3.758929294,1.361727836,0.903089987
1717,605,4647.17,51325,4.710328958,3.66718856,0,2.781755375
1718,92,5810.06,7830,3.893761762,3.764180617,1.278753601,1.963787827
1719,20,4908.83,1295,3.112269768,3.690977992,2.049218023,1.301029996
1720,1,5625.69,34,1.531478917,3.750175797,3.980003372,0
1721,2,3182.28,104,2.017033339,3.502738389,1.799340549,0.301029996
1722,4,7416.47,76,1.880813592,3.870197244,2.041392685,0.602059991
1723,15,6099.64,1285,3.108903128,3.785304204,0,1.176091259
1724,26,7251.28,2524,3.402089351,3.860414675,0,1.414973348
1725,13,5927.48,485,2.685741739,3.772870097,1.662757832,1.113943352
1726,7,5604.16,655,2.8162413,3.748510526,0,0.84509804
1727,149,8378.84,14323,4.156033992,3.923183897,0,2.173186268
1728,26,1842.29,1546,3.18920949,3.265357995,1.763427994,1.414973348
1729,20,6777.18,2320,3.365487985,3.831049021,1,1.301029996
1730,55,6558.34,7291,3.862787098,3.816793928,1.934498451,1.740362689
1731,28,4527.74,1759,3.245265839,3.65588148,1.146128036,1.447158031
1732,11,8518.22,891,2.949877704,3.930348852,0,1.041392685
1733,14,4987.29,637,2.804139432,3.697864622,3.224533063,1.146128036
1734,30,5051.46,2403,3.380753771,3.703416918,1.255272505,1.477121255
1735,33,5498.06,1740,3.240549248,3.740209475,2.613841822,1.51851394
1736,32,3430.52,2972,3.473048805,3.535359956,2.303196057,1.505149978
1737,27,4087.85,2046,3.310905629,3.611494951,1.77815125,1.431363764
1738,39,5596.67,2397,3.379668034,3.7479297,2.173186268,1.591064607
1739,87,2631.53,7991,3.902601131,3.420208325,2.100370545,1.939519253
1740,26,9067.01,1512,3.179551791,3.957464095,2.322219295,1.414973348
1741,90,5315.05,5975,3.77633791,3.725507354,3.046885191,1.954242509
1742,4,6247.23,360,2.556302501,3.795687495,2.564666064,0.602059991
1743,19,6041.6,1405,3.147676324,3.781151968,2.71432976,1.278753601
1744,162,6366.56,12048,4.080914959,3.803904836,2.432969291,2.209515015
1745,1296,2681.96,179702,5.254552911,3.428452296,1.707570176,3.112605002
1746,6,8750.6,410,2.612783857,3.942037832,3.037824751,0.77815125
1747,19,5299.26,1319,3.120244796,3.724215228,3.627570664,1.278753601
1748,14,7526.1,509,2.706717782,3.876569985,3.123851641,1.146128036
1749,4,3786.95,621,2.7930916,3.578289571,3.322012439,0.602059991
1750,18,2944.39,1327,3.122870923,3.468995334,2.42975228,1.255272505
1751,62,4696.47,4614,3.66407759,3.671771553,2.800029359,1.792391689
1752,5,1922.19,486,2.686636269,3.283796314,3.604334073,0.698970004
1753,11,2263.66,469,2.671172843,3.354811197,2.984527313,1.041392685
1754,9,4049.17,452,2.655138435,3.607366011,3.344981414,0.954242509
1755,6,3279.95,114,2.056904851,3.515867223,2.471291711,0.77815125
1756,7,4503.54,470,2.672097858,3.653554024,3.097951071,0.84509804
1757,192,12808.04,19550,4.291146762,4.107482675,3.5289167,2.283301229
1758,28,5214.68,2851,3.454997217,3.717227663,3.408579125,1.447158031
1759,7,14661.74,395,2.596597096,4.166185514,3.347915187,0.84509804
1760,0,2207.09,109,2.037426498,3.343820043,3.442009159,0
1761,14,6003.38,636,2.803457116,3.778395834,3.315970345,1.146128036
1762,26,1471.86,2615,3.417471693,3.167866503,2.238046103,1.414973348
1763,5,5871.31,129,2.11058971,3.768735011,2.957128198,0.698970004
1764,26,7789.18,1341,3.127428778,3.89149174,2.57863921,1.414973348
1765,15,7446.35,1434,3.156549151,3.871943445,3.338854746,1.176091259
1766,19,7220.87,945,2.975431809,3.858589526,2.57054294,1.278753601
1767,13,6051.38,1422,3.152899596,3.781854426,3.536558443,1.113943352
1768,31,8056.85,1796,3.254306332,3.906165278,0,1.491361694
1769,0,6893.39,136,2.133538908,3.83843285,2.5289167,0
1770,16,6449.51,832,2.920123326,3.80952672,2.068185862,1.204119983
1771,19,6850.91,1969,3.294245716,3.835748262,1.681241237,1.278753601
1772,481,7965.07,94771,4.976675463,3.901189597,2.267171728,2.682145076
1773,147,7442.18,10809,4.033785517,3.87170017,0,2.167317335
1774,0,9576.33,164,2.214843848,3.981199103,2.984077034,0
1775,0,12135.02,92,1.963787827,4.084040496,2.278753601,0
1776,86,9631.32,11571,4.063370894,3.983685813,1.819543936,1.934498451
1777,1,9351.19,77,1.886490725,3.970866881,0,0
1778,27,9989.22,2076,3.317227349,3.999531578,0,1.431363764
1779,36,10238.95,1351,3.130655349,4.010255422,2.330413773,1.556302501
1780,18,10783.07,898,2.953276337,4.032742425,1.77815125,1.255272505
1781,31,8173.9,1597,3.203304916,3.91242932,1.447158031,1.491361694
1782,19,11002.69,1104,3.042969073,4.041498877,1.740362689,1.278753601
1783,29,8909.67,3903,3.591398551,3.949861619,2.506505032,1.462397998
1784,0,10839.05,0,0,4.03499122,0,0
1785,8,11171.42,520,2.716003344,4.04810838,2.195899652,0.903089987
1786,13,10506.88,579,2.762678564,4.021473772,1.397940009,1.113943352
1787,27,10535.42,2783,3.444513206,4.022651854,2.025305865,1.431363764
1788,29,9723.05,1541,3.187802639,3.987802519,1.707570176,1.462397998
1789,89,10648.91,10382,4.016281025,4.027305157,2.920123326,1.949390007
1790,27,7423.24,1382,3.140508043,3.870593502,2.914871818,1.431363764
1791,28,10130.6,2707,3.432488256,4.005635168,1.612783857,1.447158031
1792,35,9071.24,2285,3.358886204,3.957666657,2.67669361,1.544068044
1793,3,10305.94,194,2.28780173,4.01308761,1.77815125,0.477121255
1794,19,8587.65,4452,3.648555156,3.933874336,1.591064607,1.278753601
1795,338,8494.23,58879,4.769960425,3.929124016,1.959041392,2.5289167
1796,58,3912.65,5594,3.747722462,3.592471001,1.255272505,1.763427994
1797,156,5675.16,11443,4.058539898,3.75397811,0,2.193124598
1798,57,11062.8,3759,3.575072326,4.043865061,2.025305865,1.755874856
1799,41,4371.46,1145,3.058805487,3.640626509,3.103803721,1.612783857
1800,9,6555.12,688,2.837588438,3.816580646,2.093421685,0.954242509
1801,1,12299.8,82,1.913813852,4.08989805,3.857151503,0
1802,13,7348.91,757,2.87909588,3.866222929,2.973589623,1.113943352
1803,13,4418.43,1298,3.113274692,3.645267979,2.459392488,1.113943352
1804,1,13460.26,113,2.053078443,4.129053449,2.214843848,0
1805,37,8139.56,2146,3.331629718,3.910600929,2.630427875,1.568201724
1806,21,4800,1502,3.176669933,3.681241237,2.57634135,1.322219295
1807,12,7193.88,875,2.942008053,3.856963189,2.155336037,1.079181246
1808,54,5785.87,5492,3.739730529,3.762368671,2.23299611,1.73239376
1809,19,8047.2,2142,3.330819466,3.905644795,2.369215857,1.278753601
1810,15,10465.15,851,2.92992956,4.019745458,2.123851641,1.176091259
1811,2,6478.59,139,2.1430148,3.811480496,1.892094603,0.301029996
1812,36,12416.12,4726,3.674493717,4.093985901,3.009025742,1.556302501
1813,238,5927.97,17441,4.241571382,3.772905997,3.620968436,2.376576957
1814,123,6206.86,7624,3.882182888,3.79287195,1.875061263,2.089905111
1815,9313,7924.41,671243,5.82687977,3.898966937,1.826074803,3.969089603
1816,98,10269.52,8816,3.945271582,4.011550145,2.271841607,1.991226076
1817,152,7389.25,12918,4.11119528,3.86860036,2.376576957,2.181843588
1818,5,9085.64,124,2.093421685,3.958355525,1.556302501,0.698970004
1819,2,11021.46,191,2.281033367,4.042239129,0,0.301029996
1820,67,8230.42,2791,3.445759836,3.915421998,2.021189299,1.826074803
1821,22,9074.35,1350,3.130333768,3.957815526,2.290034611,1.342422681
1822,11,4911.5,681,2.833147112,3.691214148,4.047391702,1.041392685
1823,185,6491.54,12266,4.08870296,3.812347738,1.681241237,2.267171728
1824,20,6619.19,1503,3.176958981,3.820804847,2.113943352,1.301029996
1825,305,4993.2,9156,3.961705784,3.698378962,2.269512944,2.484299839
1826,0,5173.73,0,0,3.713803761,3.432167269,0
1827,32,8299.91,2361,3.373095987,3.919073383,2.390935107,1.505149978
1828,14,7395,197,2.294466226,3.868938178,3.83193373,1.146128036
1829,0,5072.6,11506,4.06092437,3.705230617,3.88098499,0
1830,1309,10796.06,128178,5.107813491,4.03326529,2.802089258,3.116939647
1831,26,8491.33,1776,3.249442961,3.928975719,3.031812271,1.414973348
1832,217,6065.67,17508,4.243236538,3.782878779,3.26810973,2.336459734
1833,76,7045.27,12304,4.090046322,3.847897641,2.546542663,1.880813592
1834,134,5467.17,19089,4.280783178,3.737762578,3.15075644,2.127104798
1835,134,7563.23,8341,3.921218121,3.878707308,1.973127854,2.127104798
1836,103,6424.81,23354,4.368361276,3.807860289,2.267171728,2.012837225
1837,1042,9113.5,121573,5.084837134,3.959685198,2.40654018,3.017867719
1838,308,7421.66,40280,4.605089462,3.870501055,2.1430148,2.488550717
1839,0,7418.95,0,0,3.870342444,3.983536082,0
1840,655,6464.26,84642,4.927585917,3.810518816,2.536558443,2.8162413
1841,249,7891.1,37116,4.569561166,3.897137547,3.377852419,2.396199347
1842,84,7534.96,11891,4.075218379,3.877080951,3.138302698,1.924279286
1843,1,7108.61,2330,3.367355921,3.851784688,2.457881897,0
1844,1083,7114.88,91788,4.962785907,3.85216758,2.552668216,3.034628457
1845,3733,8918.6,326525,5.513916438,3.950296686,2.64246452,3.57205799
1846,1377,5967.19,141872,5.151896691,3.775769866,1.431363764,3.13893394
1847,1974,6050.3,169517,5.229213258,3.781776909,1.041392685,3.295347148
1848,332,6680.14,30511,4.484456442,3.824785564,1.73239376,2.521138084
1849,664,7115.23,52840,4.722962809,3.852188943,2.465382851,2.822168079
1850,3771,7669.77,291824,5.465121006,3.884782341,3.824971461,3.576456532
1851,1051,11263.22,91632,4.962047166,4.051662567,2.193124598,3.021602716
1852,2855,5476.12,238646,5.377754159,3.738472956,1.892094603,3.455606113
1853,307,5245.24,34702,4.540354505,3.719765364,2.195899652,2.487138375
1854,1348,6457.48,111477,5.047185273,3.81006307,2.519827994,3.129689892
1855,3040,6447.58,275803,5.440598986,3.809396739,2.487138375,3.482873584
1856,2384,7657.29,223671,5.349609679,3.884075095,1.959041392,3.377306251
1857,1678,11616.13,165862,5.219746898,4.065061464,2.267171728,3.224791956
1858,3282,12383.4,215999,5.334451741,4.092839901,3.59736605,3.516138577
1859,0,6539.56,0,0,3.815548529,2,0
1860,2460,8076.67,193557,5.286808882,3.907232339,1.662757832,3.390935107
1861,262,8510.04,18584,4.269139197,3.929931601,2.660865478,2.418301291
1862,1030,6941.37,98247,4.992319298,3.841445194,1.633468456,3.012837225
1863,519,11078.91,45639,4.65933612,4.044497034,1.322219295,2.715167358
1864,0,5655.24,1646,3.216429831,3.75245104,1.672097858,0
1865,2498,9208.18,196497,5.293355924,3.9641738,2.025305865,3.397592434
1866,367,6832.77,32145,4.50711343,3.834596802,1.322219295,2.564666064
1867,2251,8983.94,197256,5.295030222,3.953466843,2.278753601,3.352375495
1868,23,12346.04,530,2.72427587,4.09152768,1.447158031,1.361727836
1869,362,7572.74,24728,4.393188992,3.879253046,1.643452676,2.558708571
1870,213,13792.68,9347,3.970672243,4.13964866,2.442479769,2.328379603
1871,71,9169.11,2806,3.448087667,3.962327183,3.089198367,1.851258349
1872,235,6291.07,15396,4.187407902,3.798724518,2.633468456,2.371067862
1873,6,7809.85,755,2.877946952,3.892642693,2.963315511,0.77815125
1874,937,7996.82,76839,4.885581704,3.902917321,2.546542663,2.971739591
1875,327,5932.42,19276,4.285016918,3.77323189,0,2.514547753
1876,115,5879.7,9894,3.995371906,3.769355168,2.247973266,2.06069784
1877,18,6488.08,1375,3.138302698,3.812116196,1.342422681,1.255272505
1878,4,6892.49,103,2.012837225,3.838376145,2.980911938,0.602059991
1879,17,10305.13,1339,3.126780577,4.013053475,2.127104798,1.230448921
1880,410,9368.66,22978,4.361312225,3.971677478,2.017033339,2.612783857
1881,75,8188.27,6600,3.819543936,3.913192155,1.924279286,1.875061263
1882,25,9874.72,4587,3.66152874,3.99452479,1.681241237,1.397940009
1883,152,7590.14,8014,3.903849338,3.880249787,2.786751422,2.181843588
1884,656,9678.8,33328,4.522809253,3.985821516,2.326335861,2.816903839
1885,22,7345.9,986,2.993876915,3.866045012,2.598790507,1.342422681
1886,228,6449.2,17130,4.233757363,3.809505845,2.997386384,2.357934847
1887,0,9668.9,0,0,3.985377069,1.113943352,0
1888,70,4844.55,2564,3.408918021,3.685253443,1.361727836,1.84509804
1889,167,5145.95,13353,4.125578849,3.711465562,2.644438589,2.222716471
1890,110,9417.23,6228,3.794348604,3.973923177,1.748188027,2.041392685
1891,863,7051.23,52461,4.719836565,3.848264881,2.181843588,2.936010796
1892,85,8664.81,7662,3.884342148,3.937759044,2.981365509,1.929418926
1893,516,8704.89,45050,4.653694795,3.939763287,2.294466226,2.712649702
1894,400,6859.51,40271,4.604992414,3.836293094,3.308137379,2.602059991
1895,87,7734.79,2495,3.39707055,3.888448527,1.681241237,1.939519253
1896,102,8775.61,4752,3.676876432,3.943277314,3.009450896,2.008600172
1897,108,6819.08,7287,3.86254877,3.833725786,1.146128036,2.033423755
1898,61,9110.07,3331,3.522574633,3.959521714,0,1.785329835
1899,0,8791.48,7215,3.858236335,3.944061992,2.053078443,0
1900,20,8131.62,933,2.969881644,3.910177075,1.176091259,1.301029996
1901,325,8751.7,24060,4.381295623,3.942092422,3.307282047,2.511883361
1902,617,8109.83,79420,4.899929883,3.909011751,2.283301229,2.790285164
1903,164,11111.23,10902,4.037506178,4.045762137,2.459392488,2.214843848
1904,8529,5337.29,553117,5.742817007,3.727320801,2.396199347,3.930898114
1905,604,7847.67,59296,4.773025398,3.894740732,2.716837723,2.781036939
1906,252,6622.73,19417,4.288182131,3.82103705,2.170261715,2.401400541
1907,182,8859.89,20651,4.314941087,3.94742833,1.897627091,2.260071388
1908,340,7687.68,29741,4.473355567,3.885795298,0,2.531478917
1909,265,6661.61,26845,4.428863408,3.823579204,2.843232778,2.423245874
1910,141,8620.81,11907,4.075802354,3.935548073,2.100370545,2.149219113
1911,132,8423.1,22943,4.360650205,3.925471957,2.593286067,2.120573931
1912,175,7836.88,14041,4.147398039,3.894143197,1.079181246,2.243038049
1913,135,6611.67,13569,4.132547842,3.820311169,2.117271296,2.130333768
1914,93,8790,10245,4.010511963,3.943988875,2.416640507,1.968482949
1915,739,10004.78,85482,4.931874675,4.000207543,2.380211242,2.868644438
1916,2922,5907.13,271310,5.433465801,3.771376529,2.029383778,3.465680212
1917,84,7306.32,7832,3.893872679,3.863698689,2.037426498,1.924279286
1918,58,8302.05,12239,4.087745935,3.919185345,1.602059991,1.763427994
1919,186,9475.83,16758,4.224222186,3.976617261,1.556302501,2.269512944
1920,208,8246.37,16743,4.223833277,3.916262817,3.493876111,2.318063335
1921,155,10389.79,11130,4.046495164,4.01660677,2,2.190331698
1922,5,8422.07,1105,3.043362278,3.925418847,1.62324929,0.698970004
1923,214,9130.91,17616,4.245907302,3.960514062,2.898725182,2.330413773
1924,160,9387.99,27473,4.438906086,3.972572618,2.603144373,2.204119983
1925,14205,8012.78,963672,5.983929241,3.903783219,2.96425963,4.152441238
1926,58,5751.63,7412,3.869935411,3.75979094,1.505149978,1.763427994
1927,141,9311.68,14516,4.16184696,3.969028043,2.552668216,2.149219113
1928,146,9413.82,16984,4.230039981,3.97376589,2.715167358,2.164352856
1929,1854,7204.92,193746,5.287232745,3.857629163,1,3.26810973
1930,238,8462.99,15172,4.181042834,3.927523828,2.394451681,2.376576957
