Dates,JH_S,CDC_S,JH_CASE_S,JH,CDC,CDC_DEATHS,JH_DEATHS
1155,311,8097.44,18944,4.277471685,3.908347739,1.763427994,2.492760389
1156,147,7245.38,9060,3.957128198,3.860061168,2.004321374,2.167317335
1157,311,6751.46,45368,4.656749634,3.829397699,1.986771734,2.492760389
1158,73,3691.34,6803,3.832700471,3.567184049,2.161368002,1.86332286
1159,218,8077.36,14381,4.157789086,3.907269439,2.064457989,2.338456494
1160,145,6839.87,11209,4.049566869,3.835047848,1.322219295,2.161368002
1161,117,7816.2,5002,3.699143687,3.892995664,1.591064607,2.068185862
1162,549,5979.64,51124,4.708624826,3.776675038,1.176091259,2.739572344
1163,1289,6257.59,88694,4.947894242,3.796407105,1.69019608,3.110252917
1164,746,7865.77,68184,4.833682475,3.895741243,2.636487896,2.872738827
1165,58,8257.02,4607,3.663418212,3.916823337,2.240549248,1.763427994
1166,10,8675.56,1387,3.142076461,3.938297518,2.887054378,1
1167,63,7627.99,3141,3.497067936,3.882410115,1.806179974,1.799340549
1168,85,9797.39,4113,3.61415871,3.991110396,1.963787827,1.929418926
1169,91,7544.82,6468,3.810770011,3.877648883,2.505149978,1.959041392
1170,146,4263.23,9787,3.990649588,3.629738763,1.662757832,2.164352856
1171,1430,7723.98,144599,5.16016529,3.887841141,1.447158031,3.155336037
1172,39,10026.06,3349,3.524915148,4.001130299,2.127104798,1.591064607
1173,179,9676.88,8365,3.922465945,3.985735356,2.728353782,2.252853031
1174,165,12095.97,10224,4.009620841,4.082640701,1.698970004,2.217483944
1175,195,3654.92,8879,3.948364056,3.562877875,1.322219295,2.290034611
1176,100,9213.17,7541,3.877428941,3.964409085,1.977723605,2
1177,274,7761.57,23908,4.378543247,3.889949579,1.748188027,2.437750563
1178,157,13193.68,11668,4.06699642,4.120365946,1.568201724,2.195899652
1179,85,8138.94,5604,3.748498127,3.910567847,2.511883361,1.929418926
1180,1471,8036.74,142493,5.15379353,3.905079919,2.706717782,3.167612673
1181,174,7621.85,8197,3.913654935,3.882060397,3.134177108,2.240549248
1182,72,8981.84,5091,3.706803097,3.953365314,3.420450859,1.857332496
1183,542,7889.95,79177,4.898599042,3.897074251,2.201397124,2.733999287
1184,411,7296.27,35001,4.544080453,3.863100897,1.51851394,2.613841822
1185,161,8717.58,15460,4.18920949,3.940395942,2.7084209,2.206825876
1186,488,9998.82,47327,4.675108976,3.99994875,2.457881897,2.688419822
1187,65,8662.53,3940,3.595496222,3.937644752,2.555094449,1.812913357
1188,145,7683.51,8513,3.930082633,3.885559661,1.707570176,2.161368002
1189,188,9696.14,13037,4.115177666,3.986598878,2.771587481,2.274157849
1190,1196,7508.46,114250,5.057856209,3.875550871,2.1430148,3.07773118
1191,866,7450.85,64890,4.812177774,3.87220582,2.803457116,2.937517892
1192,0,8679.39,0,0,3.938489203,2.615950052,0
1193,49,7447.15,7939,3.899765802,3.871990101,1.740362689,1.69019608
1194,98,5814.25,7975,3.901730692,3.764493702,3.512150537,1.991226076
1195,612,5349.25,42728,4.630712565,3.728292895,3.329397879,2.786751422
1196,59,4392.29,2577,3.411114419,3.642691007,1.73239376,1.770852012
1197,107,4304.59,9019,3.955158387,3.633931792,2.416640507,2.029383778
1198,127,4553.96,8030,3.904715545,3.658389212,1.301029996,2.103803721
1199,120,5445.51,14458,4.16010822,3.73603856,2.220108088,2.079181246
1200,158,7170.31,17250,4.236789099,3.855537932,2.85308953,2.198657087
1201,27,6367.29,2276,3.357172258,3.80395463,2.78604121,1.431363764
1202,80,5573.52,7351,3.866346423,3.746129564,2.292256071,1.903089987
1203,191,6614.08,13287,4.123426935,3.820469444,3.449169732,2.281033367
1204,437,5188.24,27848,4.44479401,3.715020058,2.773786445,2.640481437
1205,199,6885.7,15850,4.200029267,3.837948097,2.613841822,2.298853076
1206,288,5102.43,15309,4.184946823,3.707777055,3.306425028,2.459392488
1207,943,8110.31,91451,4.961188459,3.909037455,0,2.974511693
1208,674,6953.37,45249,4.655608986,3.84219534,3.414639147,2.828659897
1209,13,3936.02,1334,3.12515583,3.595057297,2.012837225,1.113943352
1210,454,5543.17,38963,4.590652388,3.743758198,3.292034436,2.657055853
1211,0,4368.36,1242,3.094121596,3.640318422,2.472756449,0
1212,144,5010.6,8802,3.944581364,3.699889734,3.62324929,2.158362492
1213,247,4422.41,19103,4.281101576,3.645659003,0,2.392696953
1214,202,5618.24,11781,4.071182156,3.749600287,3.196452542,2.305351369
1215,276,4755.53,16287,4.211841096,3.677198926,3.170848204,2.440909082
1216,203,6971.12,14458,4.16010822,3.843302559,3.485437481,2.307496038
1217,93,7559.98,9676,3.98569586,3.878520647,3.438384107,1.968482949
1218,77,10926.51,4853,3.686010291,4.038481468,1.342422681,1.886490725
1219,51,6269.95,3364,3.526855987,3.797264078,1.113943352,1.707570176
1220,75,5954.37,5565,3.745465169,3.774835818,2.217483944,1.875061263
1221,335,7164.83,28509,4.454981984,3.85520589,2.298853076,2.525044807
1222,199,6648.6,18328,4.263115076,3.822730205,1.230448921,2.298853076
1223,498,9107.76,66462,4.822573406,3.959411578,1.653212514,2.697229343
1224,71,8656.98,7323,3.864689034,3.937366414,1.612783857,1.851258349
1225,119,7804.01,10199,4.008557592,3.892317817,1.919078092,2.075546961
1226,309,6228.61,30176,4.479661671,3.794391139,2.820201459,2.489958479
1227,55,6612.85,8147,3.910997716,3.820388672,1.462397998,1.740362689
1228,44,5849.35,6944,3.841609712,3.767107608,2.793790385,1.643452676
1229,0,8077.65,0,0,3.907285032,2.100370545,0
1230,177,6478.04,14603,4.164442085,3.811443625,2.728353782,2.247973266
1231,391,3056.12,37661,4.575891848,3.485170403,1.84509804,2.592176757
1232,46,5544.62,3929,3.594282029,3.743871787,1.568201724,1.662757832
1233,48,4988.96,7034,3.847202364,3.698010022,1.819543936,1.681241237
1234,123,4837.16,12972,4.11300694,3.684590453,1.977723605,2.089905111
1235,0,4844.75,1,0,3.685271371,1.959041392,0
1236,80,5637.3,8086,3.907733737,3.751071147,1.857332496,1.903089987
1237,72,7966.88,5748,3.759516759,3.901288276,2.021189299,1.857332496
1238,361,5132.39,52008,4.716070153,3.71031965,2.155336037,2.557507202
1239,392,5303.26,21731,4.337079712,3.72454292,2.117271296,2.593286067
1240,1277,4660.55,119808,5.078485818,3.668437172,2.146128036,3.106190897
1241,2826,5508.44,172399,5.236534742,3.741028623,2.324282455,3.451172158
1242,1966,5804.63,149524,5.174710907,3.763774542,3.259354927,3.293583513
1243,173,7315.92,14785,4.169821329,3.864268948,1.707570176,2.238046103
1244,92,4431.62,7330,3.865103975,3.646562514,1.748188027,1.963787827
1245,475,4322.43,28133,4.449216046,3.635727969,2.71432976,2.67669361
1246,286,5392.48,20355,4.308671107,3.731788543,2.318063335,2.456366033
1247,408,5826.13,38706,4.587778292,3.765380171,2.079181246,2.610660163
1248,116,5802.9,9556,3.980276141,3.763645087,1.968482949,2.064457989
1249,620,10135.06,58504,4.76718556,4.005826324,1.903089987,2.792391689
1250,124,5338.98,7197,3.857151503,3.727458294,3.095866453,2.093421685
1251,679,8014.76,50109,4.699915736,3.903890522,1.838849091,2.831869774
1252,462,9001.97,64177,4.807379412,3.954337561,2.068185862,2.664641976
1253,79,8754.1,3953,3.596926814,3.942211503,1.934498451,1.897627091
1254,2375,4234.62,245966,5.390875079,3.626814444,2.201397124,3.375663614
1255,0,6837.15,0,0,3.834875108,2.813580989,0
1256,2386,5548.29,229478,5.360741056,3.744159153,3.092018471,3.377670439
1257,131,8844.4,8845,3.946697837,3.946668376,1.322219295,2.117271296
1258,79,5458.28,6190,3.791690649,3.73705581,3.360025089,1.897627091
1259,251,7059.52,24582,4.390617214,3.848775173,0,2.399673721
1260,115,6036.64,7234,3.859378504,3.780795277,1.146128036,2.06069784
1261,35,5955.03,0,0,3.774883954,2.564666064,1.544068044
1262,643,6316.79,40989,4.612667323,3.800496439,1.322219295,2.808210973
1263,366,8171.15,24868,4.395640859,3.912283183,2.397940009,2.563481085
1264,188,6264.64,10878,4.036549054,3.796896119,2.371067862,2.274157849
1265,785,4182.84,49617,4.695630502,3.621471252,1.301029996,2.894869657
1266,480,9642.1,35456,4.549689739,3.984171631,1.176091259,2.681241237
1267,2555,4247.79,182344,5.260891477,3.628163038,3.462996612,3.407390904
1268,0,7743.39,0,0,3.888931133,1.77815125,0
1269,26,7276.68,8316,3.919914481,3.861933277,2.403120521,1.414973348
1270,3272,6170.31,256987,5.409911155,3.790306984,1.939519253,3.514813295
1271,198,6252.29,14736,4.168379613,3.796039114,2.025305865,2.29666519
1272,2138,8317.63,172065,5.235692539,3.919999597,1.612783857,3.330007701
1273,453,6057.54,39721,4.599020174,3.782296291,2.534026106,2.656098202
1274,4822,5253,437431,5.640909558,3.720407401,1.414973348,3.683227206
1275,0,4595.37,0,0,3.662320485,2.478566496,0
1276,2330,7475.81,173673,5.239732306,3.873658255,2.212187604,3.367355921
1277,0,7305.91,0,0,3.863674318,1,0
1278,1962,4880.4,143587,5.157115122,3.688455418,2.865103975,3.292699003
1279,2242,6648.68,268158,5.428390758,3.822735431,1.959041392,3.350635608
1280,5,9469.05,201538,5.304356944,3.97630641,3.746789832,0.698970004
1281,3065,5501.25,240708,5.381490524,3.740461382,1.612783857,3.486430479
1282,79,7772.24,1933,3.286231854,3.890546203,2.017033339,1.897627091
1283,19,6807.53,2125,3.327358934,3.832989564,1.278753601,1.278753601
1284,404,4436.95,32211,4.508004208,3.647084535,1.477121255,2.606381365
1285,161,8081.66,6584,3.818489822,3.907500575,1.230448921,2.206825876
1286,76,6129.45,5281,3.722716167,3.787421507,1.903089987,1.880813592
1287,88,5040.29,3914,3.592620821,3.702455525,2.789580712,1.944482672
1288,62,7916.28,2613,3.41713941,3.898521147,1.397940009,1.792391689
1289,193,5301.5,16986,4.23009112,3.724398766,1.431363764,2.285557309
1290,690,3634.11,31763,4.501921515,3.560398069,3.104487111,2.838849091
1291,77,6004.68,4143,3.617314933,3.778489868,2.890421019,1.886490725
1292,691,5302.12,42080,4.624075731,3.724449553,2.033423755,2.839478047
1293,214,8856.09,13520,4.130976692,3.947242021,1.892094603,2.330413773
1294,686,6377.8,42622,4.629633825,3.804670896,1.176091259,2.836324116
1295,172,4276.81,13133,4.118363944,3.631119957,2.264817823,2.235528447
1296,70,7395.18,5871,3.76871208,3.868948749,1.908485019,1.84509804
1297,131,5025.59,5802,3.763577724,3.701187055,2.093421685,2.117271296
1298,120,3543.2,10283,4.012119836,3.549395667,3.126780577,2.079181246
1299,185,5638.93,8182,3.912859475,3.751196703,3.880127322,2.267171728
1300,240,5243.46,28166,4.449725175,3.719617959,2.139879086,2.380211242
1301,37,3017.77,3200,3.505149978,3.479686137,1.792391689,1.568201724
1302,191,4883.62,12472,4.095936102,3.688741864,2.98811284,2.281033367
1303,131,6986.52,9390,3.972665592,3.844260907,1.86923172,2.117271296
1304,474,7170.98,35077,4.545022443,3.855578511,2.170261715,2.675778342
1305,109,4437.06,7617,3.881783956,3.647095301,2.071882007,2.037426498
1306,5,5304.88,329,2.517195898,3.724675564,1.230448921,0.698970004
1307,2020,6819.82,125355,5.098141661,3.833772912,2.267171728,3.305351369
1308,135,7351.51,6802,3.832636628,3.866376552,1.84509804,2.130333768
1309,78,5428.26,4306,3.634074025,3.734660641,1.892094603,1.892094603
1310,275,5726.99,21552,4.333487578,3.757926425,2.164352856,2.439332694
1311,211,10871.84,13048,4.115543948,4.036303052,1.447158031,2.324282455
1312,225,8930.96,12764,4.105986796,3.950898144,1.62324929,2.352182518
1313,108,5536.52,9587,3.981682727,3.743236873,2.033423755,2.033423755
1314,166,5998.98,9757,3.989316305,3.778077414,1.982271233,2.220108088
1315,909,6610.72,84928,4.929050897,3.820248763,1,2.958563883
1316,208,6391.17,20016,4.301377292,3.80558037,0,2.318063335
1317,177,7328.1,5696,3.755569981,3.864991387,1.579783597,2.247973266
1318,101,8760.31,3614,3.557988148,3.942519475,2.276461804,2.004321374
1319,238,9076.34,17995,4.255151851,3.957910756,2.788168371,2.376576957
1320,645,6534.8,50425,4.702645907,3.8152323,1.079181246,2.809559715
1321,819,6605.89,75822,4.879795236,3.819931338,2.089905111,2.913283902
1322,70,8589.12,4512,3.654369091,3.93394867,1.653212514,1.84509804
1323,1859,6031.11,201888,5.305110506,3.78039725,1.477121255,3.26927939
1324,16,7035.16,664,2.822168079,3.847273979,1.826074803,1.204119983
1325,42,7338.96,2471,3.392872745,3.865634521,2.100370545,1.62324929
1326,476,5634.59,24350,4.386498966,3.75086232,1.079181246,2.677606953
1327,67,7826,4441,3.647480773,3.893539844,3.599773939,1.826074803
1328,365,5613.45,30950,4.490660653,3.749229859,1.322219295,2.562292864
1329,540,5692.72,58293,4.765616406,3.755319823,1.755874856,2.73239376
1330,24,6305.81,1676,3.224274014,3.799740881,1.857332496,1.380211242
1331,40,6240.9,2997,3.476686743,3.795247224,2.100370545,1.602059991
1332,4613,7269.35,300709,5.478146426,3.861495579,1.041392685,3.663983455
1333,107,6147.88,4865,3.687082845,3.788725382,1.62324929,2.029383778
1334,170,7640.07,19376,4.287264126,3.883097338,2.149219113,2.230448921
1335,117,6386.92,8357,3.922050402,3.805291476,1.462397998,2.068185862
1336,129,6740.35,10312,4.013342904,3.828682448,1.505149978,2.11058971
1337,85,6185.37,7183,3.856305866,3.791365684,1.397940009,1.929418926
1338,181,6655.14,42516,4.628552398,3.823157196,1.397940009,2.257678575
1339,265,6999.22,23527,4.371566552,3.845049645,0,2.423245874
1340,71,7777.66,3591,3.555215405,3.890848954,1.491361694,1.851258349
1341,538,7693.53,48415,4.684979936,3.886125652,1.079181246,2.730782276
1342,247,6542.3,17949,4.254040258,3.815730455,1.851258349,2.392696953
1343,53,4663.09,1998,3.300595484,3.668673798,1.875061263,1.72427587
1344,722,6811.42,48751,4.687983529,3.83323766,1.146128036,2.858537198
1345,183,6185.28,13711,4.137069131,3.791359364,1.079181246,2.26245109
1346,4563,5949.67,385029,5.585493441,3.774492878,1.72427587,3.659250469
1347,106,6993.19,7754,3.889525797,3.844675328,1.812913357,2.025305865
1348,121,5909.73,5082,3.706034661,3.77156764,1.897627091,2.08278537
1349,45,9330.28,1344,3.128399269,3.969894677,1.954242509,1.653212514
1350,99,7836.3,6012,3.779018972,3.894111054,1.875061263,1.995635195
1351,61,6803.89,1696,3.229425848,3.832757284,1.113943352,1.785329835
1352,117,5160.48,6790,3.831869774,3.712690099,1.716003344,2.068185862
1353,928,4538.39,87973,4.944349402,3.656901814,1.653212514,2.967547976
1354,55,6082.63,9333,3.970021266,3.7840914,0,1.740362689
1355,66,5527.16,2383,3.377124042,3.742502037,2.785329835,1.819543936
1356,130,8121.38,5630,3.750508395,3.909629832,2.086359831,2.113943352
1357,1087,11163.37,61110,4.786112284,4.047795319,1.602059991,3.036229544
1358,226,6041.05,10617,4.026001817,3.78111243,1.544068044,2.354108439
1359,19,7067.04,2234,3.349083169,3.849237549,1.361727836,1.278753601
1360,269,6536.97,22230,4.346939463,3.815376492,1.982271233,2.42975228
1361,947,5674.19,50560,4.703807065,3.753903874,1.342422681,2.976349979
1362,238,7233.62,16096,4.206717963,3.85935569,3.344588743,2.376576957
1363,316,5938.26,15728,4.1966735,3.773659209,0,2.499687083
1364,0,5235.48,29,1.462397998,3.718956505,1.544068044,0
1365,333,6529.72,20826,4.318605864,3.814894559,1.643452676,2.522444234
1366,643,6519.01,109512,5.03946171,3.814181647,2.123851641,2.808210973
1367,9107,5725.51,537017,5.729988034,3.757814178,1.477121255,3.959375337
1368,129,9179.18,8674,3.938219418,3.962803886,1.544068044,2.11058971
1369,65,6126.41,3702,3.568436414,3.787206058,2.959518377,1.812913357
1370,886,6990.55,119415,5.077058883,3.844511346,2.290034611,2.947433722
1371,102,6054.96,10509,4.021561392,3.782111278,2.033423755,2.008600172
1372,141,5358.34,14406,4.15854341,3.729030267,1.301029996,2.149219113
1373,202,8146.25,17064,4.232080842,3.910957734,2.859738566,2.305351369
1374,11,10294.29,1781,3.250663919,4.012596399,1.892094603,1.041392685
1375,126,7318.82,21404,4.330494942,3.864441066,1,2.100370545
1376,90,4364.92,7995,3.902818468,3.639976288,1.414973348,1.954242509
1377,124,6816.04,11461,4.059222513,3.83353213,1.785329835,2.093421685
1378,145,7244.99,32053,4.505868684,3.86003779,0,2.161368002
1379,96,5344.01,8642,3.936614262,3.727867262,1.301029996,1.982271233
1380,55,5571.7,3828,3.582971929,3.745987724,1.716003344,1.740362689
1381,135,5097.25,17290,4.237794993,3.707335935,1.447158031,2.130333768
1382,140,8286.51,23726,4.375224526,3.918371659,2.64738297,2.146128036
1383,32,6074.58,2543,3.40534636,3.783516256,1.301029996,1.505149978
1384,6,5614.09,826,2.916980047,3.749279371,1.255272505,0.77815125
1385,43,6182.34,3796,3.579326204,3.791152886,1.939519253,1.633468456
1386,190,7816.85,19391,4.287600206,3.893031778,2.340444115,2.278753601
1387,912,5517.18,137144,5.137176812,3.741717153,1.431363764,2.959994838
1388,24,8046.97,6739,3.828595456,3.905632382,2.225309282,1.380211242
1389,140,5320.52,13432,4.128140683,3.72595408,2.456366033,2.146128036
1390,61,8299.57,4474,3.65069598,3.919055592,1.531478917,1.785329835
1391,36,7671,5885,3.769746467,3.884851983,1.84509804,1.556302501
1392,91,6556.65,10580,4.024485668,3.816682001,1.204119983,1.959041392
1393,155,9223.81,15617,4.19359761,3.964910348,2,2.190331698
1394,16,5587.77,1822,3.260548373,3.747238522,1.934498451,1.204119983
1395,2952,6921.63,386090,5.586688553,3.84020838,1.278753601,3.470116353
1396,28,5836.46,5497,3.740125737,3.766149513,1.568201724,1.447158031
1397,70,6589.34,6122,3.786893325,3.818841917,0,1.84509804
1398,132,7903.47,11756,4.070259577,3.897817809,1.477121255,2.120573931
1399,175,5318.08,13638,4.134750686,3.725754866,1.531478917,2.243038049
1400,22,7580.66,2675,3.427323786,3.879707019,1.785329835,1.342422681
1401,62,4795.89,4362,3.639685661,3.680869213,1.982271233,1.792391689
1402,152,7826.17,15945,4.202624524,3.893549277,1.832508913,2.181843588
1403,32,5456.6,1253,3.097951071,3.736922119,1.62324929,1.505149978
1404,44,8556.18,3717,3.570192561,3.932279912,2.985875357,1.643452676
1405,31,6695.74,2201,3.342620043,3.825798581,2.918030337,1.491361694
1406,35,7816.29,2651,3.423409728,3.893000664,1.301029996,1.544068044
1407,7,7151.33,927,2.967079734,3.854386819,1.892094603,0.84509804
1408,55,5278,7498,3.874945436,3.722469386,0,1.740362689
1409,7,8466.37,1520,3.181843588,3.927697244,2.079181246,0.84509804
1410,82,9415.32,8301,3.919130414,3.973835085,1.748188027,1.913813852
1411,19,4661.8,2190,3.340444115,3.668553638,2.944482672,1.278753601
1412,25,4433.43,2530,3.403120521,3.646739856,3.323870607,1.397940009
1413,76,6414.41,6695,3.825750581,3.807156716,1.544068044,1.880813592
1414,122,7860.28,13049,4.115577231,3.895438017,1.113943352,2.086359831
1415,83,7479.07,7209,3.857875026,3.873847598,0,1.919078092
1416,135,8708.96,8464,3.927575655,3.939966296,1.447158031,2.130333768
1417,120,6242.95,11179,4.048402956,3.795389857,2.765668555,2.079181246
1418,83,7399.48,13867,4.141982516,3.869201201,1.079181246,1.919078092
1419,22,5510.26,2401,3.38039216,3.741172091,1.079181246,1.342422681
1420,76,6575.47,9889,3.995152377,3.817926801,1.431363764,1.880813592
1421,66,5218.58,8185,3.913018684,3.717552346,2.496929648,1.819543936
1422,17,4605.46,1801,3.255513713,3.663273015,1.204119983,1.230448921
1423,230,5947.69,53171,4.725674828,3.774348325,2.762678564,2.361727836
1424,191,6084.7,16465,4.216561735,3.784239171,2.46834733,2.281033367
1425,0,6782.25,0,0,3.831373794,2.904174368,0
1426,44,4750.12,4333,3.636788689,3.676704581,1.342422681,1.643452676
1427,76,4340.27,8584,3.933689709,3.637516747,1.949390007,1.880813592
1428,37,3466.5,2408,3.381656483,3.539891205,3.034628457,1.568201724
1429,128,8794.39,10695,4.029180789,3.944205721,2.482873584,2.10720997
1430,24,6259.74,3984,3.60031933,3.796556295,2.245512668,1.380211242
1431,1544,8240.27,159678,5.203245084,3.915941442,2.686636269,3.188647296
