dates,I,deaths_by_pop
UID,84036047,
iso2,US,
iso3,USA,
code3,840,
FIPS,36047.0,
Admin2,Kings,
Province_State,New York,
Country_Region,US,
Lat,40.6361825,
Long_,-73.94935552,
Combined_Key,"Kings, New York, US",
Population,2559903,
2021-01-29,8341,325.8326585030761
2021-01-30,8368,326.8873859673589
2021-01-31,8395,327.94211343164176
2021-02-01,8421,328.957776915766
2021-02-02,8443,329.8171844792557
2021-02-03,8451,330.12969632052466
2021-02-04,8481,331.30161572528334
2021-02-05,8505,332.2391512490903
2021-02-06,8537,333.48919861416624
2021-02-07,8569,334.7392459792422
2021-02-08,8593,335.67678150304914
2021-02-09,8625,336.9268288681251
2021-02-10,8654,338.05968429272514
2021-02-11,8679,339.0362837966907
2021-02-12,8708,340.16913922129083
2021-02-13,8728,340.95041882446327
2021-02-14,8761,342.23953016969784
2021-02-15,8783,343.09893773318754
2021-02-16,8799,343.7239614157255
2021-02-17,8824,344.7005609196911
2021-02-18,8851,345.75528838397395
2021-02-19,8892,347.35691157047745
2021-02-20,8916,348.2944470942844
2021-02-21,8937,349.11479067761553
2021-02-22,8958,349.9351342609466
2021-02-23,8973,350.52109396332594
2021-02-24,8996,351.41956550697427
2021-02-25,9023,352.4742929712571
2021-02-26,9051,353.56808441569854
2021-02-27,9078,354.6228118799814
2021-02-28,9093,355.2087715823607
2021-03-01,9118,356.1853710863263
2021-03-02,9144,357.20103457045053
2021-03-03,9172,358.29482601489195
2021-03-04,9200,359.38861745933343
2021-03-05,9222,360.24802502282313
2021-03-06,9239,360.91211268551973
2021-03-07,9258,361.6543283085336
2021-03-08,9265,361.92777616964395
2021-03-09,9280,362.5137358720233
2021-03-10,9295,363.09969557440263
2021-03-11,9308,363.6075273164647
2021-03-12,9327,364.3497429394786
2021-03-13,9343,364.97476662201655
2021-03-14,9373,366.1466860267752
2021-03-15,9398,367.1232855307408
2021-03-16,9411,367.6311172728029
2021-03-17,9428,368.2952049354995
2021-03-18,9452,369.23274045930646
2021-03-19,9473,370.0530840426376
2021-03-20,9485,370.52185180454103
2021-03-21,9485,370.52185180454103
2021-03-22,9485,370.52185180454103
2021-03-23,9485,370.52185180454103
2021-03-24,9543,372.7875626537412
2021-03-25,9555,373.25633041564464
2021-03-26,9572,373.92041807834124
2021-03-27,9583,374.3501218600861
2021-03-28,9612,375.48297728468617
2021-03-29,9643,376.6939606696035
2021-03-30,9645,376.77208862992075
2021-03-31,9662,377.43617629261735
2021-04-01,9677,378.0221359949967
2021-04-02,9709,379.27218336007263
2021-04-03,9733,380.2097188838796
2021-04-04,9754,381.03006246721066
2021-04-05,9767,381.5378942092728
2021-04-06,9777,381.928534010859
2021-04-07,9785,382.24104585212797
2021-04-08,9812,383.2957733164108
2021-04-09,9824,383.7645410783143
2021-04-10,9838,384.31143680053503
2021-04-11,9857,385.05365242354884
2021-04-12,9882,386.0302519275144
2021-04-13,9889,386.3036997886248
2021-04-14,9909,387.0849793917973
2021-04-15,9933,388.02251491560423
2021-04-16,9953,388.80379451877667
2021-04-17,9976,389.702266062425
2021-04-18,9990,390.24916178464576
2021-04-19,10002,390.7179295465492
2021-04-20,10020,391.42108118940445
2021-04-21,10025,391.61640109019754
2021-04-22,10043,392.3195527330528
2021-04-23,10061,393.022704375908
2021-04-24,10075,393.5696000981287
2021-04-25,10090,394.15555980050806
2021-04-26,10093,394.27275174098395
2021-04-27,10113,395.0540313441564
2021-04-28,10117,395.2102872647909
2021-04-29,10131,395.7571829870116
2021-04-30,10144,396.2650147290737
2021-05-01,10162,396.96816637192893
2021-05-02,10171,397.31974219335655
2021-05-03,10180,397.67131801478416
2021-05-04,10192,398.1400857766876
2021-05-05,10209,398.8041734393842
2021-05-06,10223,399.3510691616049
2021-05-07,10235,399.81983692350843
2021-05-08,10247,400.2886046854119
2021-05-09,10255,400.60111652668087
2021-05-10,10269,401.14801224890164
2021-05-11,10275,401.38239612985336
2021-05-12,10285,401.7730359314396
2021-05-13,10296,402.2027397131844
2021-05-14,10311,402.78869941556377
2021-05-15,10311,402.78869941556377
2021-05-16,10323,403.2574671774673
2021-05-17,10329,403.491851058419
2021-05-18,10334,403.68717095921215
2021-05-19,10340,403.9215548401639
2021-05-20,10346,404.1559387211156
2021-05-21,10355,404.5075145425432
2021-05-22,10360,404.7028344433363
2021-05-23,10368,405.0153462846053
2021-05-24,10375,405.28879414571566
2021-05-25,10378,405.40598608619155
2021-05-26,10383,405.60130598698464
2021-05-27,10385,405.6794339473019
2021-05-28,10388,405.7966258877778
2021-05-29,10392,405.95288180841226
2021-05-30,10397,406.1482017092054
2021-05-31,10399,406.2263296695226
2021-06-01,10400,406.26539364968124
2021-06-02,10402,406.3435216099985
2021-06-03,10407,406.5388415107916
2021-06-04,10423,407.16386519332957
2021-06-05,10426,407.28105713380546
2021-06-06,10435,407.6326329552331
2021-06-07,10437,407.71076091555034
2021-06-08,10441,407.8670168361848
2021-06-09,10441,407.8670168361848
2021-06-10,10443,407.94514479650206
2021-06-11,10447,408.1014007171365
2021-06-12,10450,408.2185926576124
2021-06-13,10452,408.2967206179297
2021-06-14,10454,408.3748485782469
2021-06-15,10456,408.45297653856414
2021-06-16,10457,408.4920405187228
2021-06-17,10460,408.60923245919867
2021-06-18,10464,408.76548837983313
2021-06-19,10461,408.6482964393573
2021-06-20,10462,408.68736041951587
2021-06-21,10462,408.68736041951587
2021-06-22,10465,408.80455235999176
2021-06-23,10465,408.80455235999176
2021-06-24,10467,408.882680320309
2021-06-25,10467,408.882680320309
2021-06-26,10472,409.0780002211021
2021-06-27,10474,409.1561281814194
2021-06-28,10477,409.27332012189527
2021-06-29,10482,409.46864002268836
2021-06-30,10481,409.42957604252973
2021-07-01,10485,409.58583196316425
2021-07-02,10487,409.66395992348146
2021-07-03,10486,409.6248959433228
2021-07-04,10488,409.7030239036401
2021-07-05,10489,409.7420878837987
2021-07-06,10491,409.820215844116
2021-07-07,10492,409.8592798242746
2021-07-08,10493,409.89834380443324
2021-07-09,10497,410.0545997250677
2021-07-10,10498,410.09366370522633
2021-07-11,10498,410.09366370522633
2021-07-12,10500,410.1717916655436
2021-07-13,10499,410.13272768538496
2021-07-14,10504,410.32804758617806
2021-07-15,10504,410.32804758617806
2021-07-16,10504,410.32804758617806
2021-07-17,10506,410.4061755464953
2021-07-18,10507,410.44523952665395
2021-07-19,10507,410.44523952665395
2021-07-20,10508,410.4843035068126
2021-07-21,10509,410.5233674869712
2021-07-22,10508,410.4843035068126
2021-07-23,10508,410.4843035068126
2021-07-24,10509,410.5233674869712
2021-07-25,10509,410.5233674869712
2021-07-26,10511,410.6014954472884
2021-07-27,10512,410.64055942744704
2021-07-28,10515,410.75775136792294
2021-07-29,10515,410.75775136792294
2021-07-30,10516,410.79681534808157
2021-07-31,10519,410.9140072885574
2021-08-01,10519,410.9140072885574
2021-08-02,10522,411.0311992290333
2021-08-03,10524,411.10932718935055
2021-08-04,10525,411.1483911695092
2021-08-05,10530,411.3437110703023
2021-08-06,10531,411.3827750504609
2021-08-07,10532,411.42183903061954
2021-08-08,10533,411.46090301077817
2021-08-09,10533,411.46090301077817
2021-08-10,10533,411.46090301077817
2021-08-11,10545,411.9296707726816
2021-08-12,10554,412.28124659410923
2021-08-13,10555,412.32031057426786
2021-08-14,10556,412.3593745544265
2021-08-15,10558,412.4375025147437
2021-08-16,10560,412.51563047506096
2021-08-17,10563,412.63282241553685
2021-08-18,10562,412.5937584353782
2021-08-19,10565,412.7109503758541
2021-08-20,10565,412.7109503758541
2021-08-21,10576,413.14065415759893
2021-08-22,10577,413.17971813775756
2021-08-23,10583,413.4141020187093
2021-08-24,10586,413.5312939591852
2021-08-25,10594,413.84380580045416
2021-08-26,10602,414.15631764172315
2021-08-27,10606,414.3125735623576
2021-08-28,10609,414.4297655028335
2021-08-29,10609,414.4297655028335
2021-08-30,10616,414.70321336394386
2021-08-31,10622,414.9375972448956
2021-09-01,10626,415.0938531655301
2021-09-02,10641,415.67981286790945
2021-09-03,10644,415.79700480838534
2021-09-04,10644,415.79700480838534
2021-09-05,10650,416.03138868933706
2021-09-06,10654,416.1876446099715
2021-09-07,10657,416.3048365504474
2021-09-08,10657,416.3048365504474
2021-09-09,10671,416.85173227266813
2021-09-10,10674,416.968924213144
2021-09-11,10678,417.1251801337785
2021-09-12,10678,417.1251801337785
2021-09-13,10685,417.39862799488884
2021-09-14,10695,417.7892677964751
2021-09-15,10697,417.86739575679235
2021-09-16,10701,418.0236516774268
2021-09-17,10709,418.3361635186958
2021-09-18,10709,418.3361635186958
2021-09-19,10717,418.6486753599648
2021-09-20,10717,418.6486753599648
2021-09-21,10729,419.1174431218683
2021-09-22,10735,419.35182700282
2021-09-23,10743,419.664338844089
2021-09-24,10747,419.8205947647235
2021-09-25,10747,419.8205947647235
2021-09-26,10760,420.3284265067856
2021-09-27,10760,420.3284265067856
2021-09-28,10766,420.56281038773733
2021-09-29,10774,420.8753222290063
2021-09-30,10783,421.22689805043393
2021-10-01,10785,421.3050260107512
2021-10-02,10785,421.3050260107512
2021-10-03,10785,421.3050260107512
2021-10-04,10792,421.57847387186155
2021-10-05,10793,421.6175378520202
2021-10-06,10800,421.89098571313053
2021-10-07,10803,422.0081776536064
2021-10-08,10810,422.2816255147168
2021-10-09,10810,422.2816255147168
